"UNITID","SGRNT_T","IGRNT_T","LOAN_T","FLOAN_T","SCFA1N","SCFA1P","SCFA11P","SCFA12P","SCFA13P","SCFA14P","SCFY1N","SCFY1P","ANYAIDP","FGRNT_P","FGRNT_A","SGRNT_P","SGRNT_A","IGRNT_P","IGRNT_A","LOAN_P","LOAN_A","UAGRNTT","AGRNT_P","AGRNT_A","PGRNT_P","PGRNT_A","OFGRT_P","OFGRT_A","FLOAN_P","FLOAN_A","OLOAN_P","OLOAN_A","UAGRNTP","UAGRNTA","UPGRNTP","UPGRNTA","UFLOANP","UFLOANA","UAGRNTN","UFLOANT","AGRNT_T","FGRNT_T","PGRNT_T","OFGRT_T","OLOAN_T","AIDFSIP","SCFY11P","SCFY12P","SCFY13P","SCFY14P","GIS4A2","GIS4T12","GIS4A12","GIS4T22","GIS4A22","GIS4T32","GIS4A32","GIS4T42","GIS4A42","GIS4T52","GIS4A52","GRN4A2","GRN4T12","GRN4A12","GRN4T22","GRN4A22","GRN4T32","GRN4A32","GRN4T42","GRN4A42","GRN4T52","GRN4A52"
433101,0.00,22832.00,3276062.00,3276062.00,,,,,,,482,53,95,80,4140,0,,1,5708,91,7463,2485568.00,80,4188,80,4025,22,408,91,7463,0,,74,3671,74,3581,87,6118,677,4851821.00,1616544.00,1593712.00,1549624.00,44088.00,0.00,95,,,,,,,,,,,,,,,,3974,633877.00,4372,83513.00,3796,25702.00,1713,0.00,0,0.00,0
433138,28329.00,3683.00,718500.00,718500.00,,,,,,,177,63,93,51,5286,3,5666,18,119,61,6653,698413.00,61,4750,51,5197,17,268,61,6653,0,,59,4259,43,5096,44,6641,164,810237.00,513029.00,481017.00,472970.00,8047.00,0.00,93,0,0,0,0,4877,435173.00,5579,45924.00,7654,21232.00,1517,0.00,0,0.00,0,,,,,,,,,,,
433165,,,,,,,,,,,0,0,,,,,,,,,,25890.00,,,,,,,,,,,44,6473,22,5775,22,5921,4,11842.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433174,9000.00,1000.00,47865.00,12865.00,4,1,0,100,0,0,,,75,75,5142,50,4500,25,1000,50,23933,626555.00,75,8475,75,4492,50,975,50,6433,50,17500,47,2797,32,2166,68,5181,224,1668420.00,25425.00,15425.00,13475.00,1950.00,35000.00,75,,,,,8475,25425.00,8475,0.00,,0.00,,0.00,,0.00,,,,,,,,,,,,
433387,2156.00,300.00,474520.00,467885.00,149,0,,,,,,,65,36,4187,1,2156,1,300,61,5215,73763285.00,36,4155,36,4140,4,413,61,5142,1,6635,35,3852,31,3840,59,4103,19150,132505343.00,224379.00,221923.00,219443.00,2480.00,6635.00,65,,,,,,,,,,,,,,,,2313,123068.00,3326,43701.00,2913,26592.00,2417,31018.00,912,0.00,
433420,4050.00,27400.00,162334.00,162334.00,19,4,,,,,,,100,84,4463,5,4050,58,2491,95,9019,1089182.00,95,5715,84,4265,53,317,95,9019,0,,51,4777,47,3580,52,9927,228,2293186.00,102863.00,71413.00,68242.00,3171.00,0.00,100,,,,,,,,,,,,,,,,5715,61373.00,7672,30740.00,4391,8350.00,4175,2400.00,2400,0.00,
433466,67494.00,0.00,452127.00,421941.00,,,,,,,165,21,92,85,3773,8,5192,0,,51,5382,2117174.00,89,4053,85,3773,0,,51,5023,6,3019,66,4025,61,3756,51,4551,526,1847641.00,595774.00,528280.00,528280.00,0.00,30186.00,92,,,,,,,,,,,,,,,,3324,156221.00,3324,0.00,,0.00,,0.00,,0.00,
433536,0.00,21878.00,236645.00,236645.00,32,7,,,,,,,100,94,4789,0,,72,951,78,9466,2108571.00,97,5340,94,4701,69,120,78,9466,0,,95,4792,87,4515,92,9545,440,4056448.00,165554.00,143676.00,141026.00,2650.00,0.00,100,,,,,,,,,,,,,,,,5170,126734.00,5510,26181.00,6545,7552.00,3776,4987.00,1662,0.00,
433563,3736.00,21583.00,57738.00,51084.00,7,9,,,,,,,100,86,4047,43,1245,86,3597,71,11548,405909.00,100,7086,86,3880,57,250,71,10217,14,6654,92,5969,72,3562,57,10902,68,457886.00,49601.00,24282.00,23282.00,1000.00,6654.00,100,,,,,,,,,,,,,,,,7086,49601.00,7086,0.00,,0.00,,0.00,,0.00,
433660,1306208.00,1745243.00,9542959.00,7837816.00,2613,19,0,88,12,0,,,72,27,4477,22,2284,24,2740,42,8779,36005375.00,58,4135,27,4425,2,583,41,7291,4,14827,55,4735,31,4116,43,7868,7604,46050189.00,6252425.00,3200974.00,3163690.00,37284.00,1705143.00,72,,,,,4342,2432266.00,7577,1326808.00,6667,853315.00,3827,328552.00,1815,217783.00,825,,,,,,,,,,,
433970,9375.00,0.00,286600.00,277490.00,,,,,,,108,59,66,56,3998,8,1042,0,,38,6990,377907.00,56,4154,56,3823,19,500,38,6768,2,4555,50,4108,50,3767,34,6862,92,432286.00,249264.00,239889.00,229389.00,10500.00,9110.00,66,,,,,,,,,,,,,,,,3245,117540.00,4353,24662.00,3083,13902.00,2780,0.00,0,2888.00,963
434016,16922.00,0.00,0.00,0.00,19,14,,,,,,,95,84,2352,89,995,0,,0,,286916.00,89,3209,84,2352,0,,0,,0,,64,3375,55,2325,0,,85,0.00,54555.00,37633.00,37633.00,0.00,0.00,89,,,,,,,,,,,,,,,,3352,37768.00,3433,9839.00,3280,5213.00,5213,813.00,813,0.00,
434061,683888.00,95799.00,1441867.00,1441867.00,1502,22,0,98,2,0,,,77,58,4487,25,1786,2,2994,30,3240,15403194.00,69,4520,58,4406,2,3959,30,3240,0,,68,3262,41,3886,25,3703,4722,6483463.00,4714704.00,3935017.00,3820197.00,114820.00,0.00,77,,,,,4873,3138010.00,5119,760639.00,4784,273315.00,3460,18623.00,2069,0.00,,,,,,,,,,,,
434140,1753919.00,10298.00,7093343.00,6919977.00,,,,,,,1542,95,76,59,4077,12,9690,0,5149,60,7702,5899111.00,61,5811,56,4247,16,166,60,7514,2,7224,61,5911,56,4244,60,7517,998,7284187.00,5503126.00,3738909.00,3698755.00,40154.00,173366.00,76,,,,,,,,,,,,,,,,3754,929729.00,3842,147396.00,3779,45352.00,3023,11338.00,1890,0.00,
434159,0.00,5000.00,1979275.00,1979275.00,,,,,,,279,57,91,80,4241,0,,1,2500,82,8606,1442254.00,80,4244,80,4215,4,471,82,8606,0,,70,4156,70,4129,72,8204,347,2895924.00,950701.00,945701.00,940045.00,5656.00,0.00,91,,,,,,,,,,,,,,,,3800,302878.00,4207,27551.00,3936,15387.00,1539,0.00,0,0.00,0
434274,0.00,0.00,228600.00,225600.00,,,,,,,63,47,78,78,5378,0,,0,,76,4763,358080.00,78,5378,78,5378,0,,76,4700,2,3000,46,5775,46,5775,36,4700,62,230300.00,263500.00,263500.00,263500.00,0.00,3000.00,78,,,,,,,,,,,,,,,,5378,79625.00,5308,68400.00,5700,6225.00,2075,109250.00,5750,0.00,
434283,86200.00,0.00,405750.00,405000.00,,,,,,,45,65,100,80,4989,36,5388,0,,100,9017,399085.00,100,5907,80,4989,0,,100,9000,2,750,100,5784,65,5775,65,9000,69,405000.00,265800.00,179600.00,179600.00,0.00,750.00,100,,,,,,,,,,,,,,,,5907,160800.00,6432,75000.00,8333,30000.00,2727,0.00,,0.00,
434292,,,,,,,,,,,0,0,,,,,,,,,,0.00,,,,,,,,,,,0,,0,,0,,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434308,2595.00,1700.00,2125155.00,1679160.00,,,,,,,366,42,100,69,2541,1,865,0,1700,100,5806,1267708.00,69,2558,69,2474,11,415,99,4651,42,2915,87,1661,84,1685,82,3601,763,2578604.00,647206.00,642911.00,625896.00,17015.00,445995.00,100,,,,,,,,,,,,,,,,2558,385125.00,2712,210881.00,2481,43630.00,2424,7570.00,946,0.00,
434344,0.00,0.00,736024.00,736024.00,,,,,,,108,43,87,63,4786,0,,0,,87,7830,661541.00,63,4786,63,4786,0,,87,7830,0,,58,4562,58,4310,79,6555,145,1291356.00,325416.00,325416.00,325416.00,0.00,0.00,87,,,,,,,,,,,,,,,,3462,272128.00,4319,43338.00,4815,8725.00,1091,1225.00,175,0.00,0
434362,13900.00,0.00,156085.00,156085.00,,,,,,,28,65,89,50,4773,14,3475,0,,82,6786,193714.00,61,4748,50,4773,0,,82,6786,0,,70,6457,47,4971,72,7254,30,224865.00,80718.00,66818.00,66818.00,0.00,0.00,89,,,,,,,,,,,,,,,,2784,66818.00,3712,0.00,0,0.00,,0.00,0,0.00,0
434380,0.00,10500.00,276660.00,276660.00,,,,,,,44,96,100,95,3358,0,,5,5250,66,9540,247250.00,100,3444,95,3358,0,,66,9540,0,,96,5619,91,5628,67,11790,44,365500.00,151518.00,141018.00,141018.00,0.00,0.00,100,,,,,,,,,,,,,,,,3444,151518.00,3444,0.00,,0.00,,0.00,,0.00,
434432,0.00,0.00,50371.00,50371.00,6,30,,,,,,,83,83,3492,0,,0,,83,10074,56263.00,83,3492,83,3492,0,,83,10074,0,,55,5115,55,5115,90,11782,11,212075.00,17459.00,17459.00,17459.00,0.00,0.00,83,,,,,,,,,,,,,,,,3492,3880.00,3880,3455.00,3455,10124.00,3375,0.00,,0.00,
434469,4950.00,3489.00,461310.00,461310.00,,,,,,,107,84,98,89,5154,30,155,23,140,84,5126,547372.00,89,5242,89,4936,39,492,84,5126,0,,84,5116,83,4936,75,7370,107,700105.00,498024.00,489585.00,468920.00,20665.00,0.00,89,,,,,,,,,,,,,,,,4926,162559.00,4926,0.00,,0.00,,0.00,,0.00,
434496,0.00,0.00,274491.00,274491.00,,,,,,,109,100,65,59,3743,0,,0,,46,5490,268898.00,59,3743,59,3743,0,,46,5490,0,,59,4202,59,3743,46,5490,64,274491.00,239569.00,239569.00,239569.00,0.00,0.00,65,,,,,,,,,,,,,,,,3562,159103.00,4080,19457.00,2780,13799.00,2760,0.00,0,0.00,
434520,108143.00,0.00,1364124.00,1344017.00,,,,,,,395,62,85,75,3225,2,13518,0,,61,5660,1569233.00,75,3556,75,3110,29,300,61,5577,1,10054,74,3353,73,2993,60,5356,468,2035407.00,1059633.00,951490.00,917590.00,33900.00,20107.00,85,,,,,,,,,,,,,,,,2712,381626.00,2891,46336.00,2574,14108.00,2351,0.00,0,0.00,0
434539,2904.00,12500.00,181191.00,181191.00,24,10,,,,,,,100,88,5336,17,726,21,2500,96,7878,1268125.00,88,6069,88,5050,42,600,96,7878,0,,92,5514,87,4784,84,8270,230,1745072.00,127454.00,112050.00,106050.00,6000.00,0.00,96,,,,,,,,,,,,,,,,5311,117279.00,6516,10175.00,3392,0.00,0,0.00,0,0.00,
434584,18259.00,0.00,0.00,0.00,11,6,0,100,0,0,,,82,64,6225,36,4565,0,,0,,391132.00,73,7729,64,4431,64,1794,0,,0,,45,4548,13,3350,0,,86,0.00,61832.00,43573.00,31017.00,12556.00,0.00,73,,,,,8833,57325.00,9554,4507.00,4507,0.00,,0.00,,0.00,,,,,,,,,,,,
434672,378965.00,217141.00,2781978.00,2684194.00,1987,9,65,31,4,0,,,74,60,4506,17,1145,11,992,23,5983,38615535.00,66,4527,60,4428,6,808,23,5848,1,9778,48,3622,43,3484,17,6269,10661,23601370.00,5980470.00,5384364.00,5291486.00,92878.00,97784.00,74,,,,,4293,3446882.00,5515,1346644.00,4862,414810.00,2469,51829.00,582,11650.00,169,,,,,,,,,,,
434690,0.00,858.00,343294.00,202844.00,40,22,,,,,,,83,35,4364,0,,3,858,78,11074,278284.00,35,4425,35,4300,3,900,75,6761,28,12768,42,3710,35,3676,61,8023,75,874516.00,61952.00,61094.00,60194.00,900.00,140450.00,80,,,,,,,,,,,,,,,,1936,41639.00,5205,12428.00,2486,7885.00,1126,0.00,0,0.00,0
434751,145136.00,0.00,0.00,0.00,54,50,,,,,,,100,100,3106,100,2688,0,,0,,666358.00,100,5794,100,3039,11,600,0,,0,,83,7487,79,3610,0,,89,0.00,312864.00,167728.00,164128.00,3600.00,0.00,100,,,,,,,,,,,,,,,,5794,295485.00,5794,17379.00,5793,0.00,,0.00,,0.00,
434812,0.00,5000.00,74247.00,55908.00,8,11,,,,,,,88,63,5435,0,,63,1000,88,10607,148052.00,75,5363,63,5355,25,200,88,7987,63,3668,59,3290,58,3044,55,6392,45,268445.00,32175.00,27175.00,26775.00,400.00,18339.00,88,,,,,,,,,,,,,,,,3882,22550.00,5638,4625.00,2313,0.00,,0.00,0,0.00,
434821,0.00,0.00,3055227.00,3055227.00,,,,,,,806,56,100,100,3878,0,,0,,100,3791,4740526.00,100,3878,100,3878,0,,100,3791,0,,84,3886,84,3886,97,2942,1220,4121799.00,3125817.00,3125817.00,3125817.00,0.00,0.00,100,,,,,,,,,,,,,,,,3690,1402163.00,3690,0.00,,0.00,,0.00,,0.00,
434830,0.00,42000.00,276205.00,276205.00,,,,,,,124,36,68,51,3828,0,,36,933,45,4932,752153.00,51,4494,51,3828,0,,45,4932,0,,59,3687,59,3462,52,5376,204,962373.00,283145.00,241145.00,241145.00,0.00,0.00,68,,,,,,,,,,,,,,,,2994,161435.00,3844,29430.00,3270,725.00,363,0.00,0,0.00,0
434900,25000.00,100.00,0.00,0.00,128,30,,,,,,,100,94,5866,78,250,1,100,0,,2235240.00,100,5696,94,5591,86,300,0,,0,,98,5322,95,5162,0,,420,0.00,729076.00,703976.00,670976.00,33000.00,0.00,100,,,,,,,,,,,,,,,,5866,512000.00,6095,149726.00,5759,42250.00,4225,0.00,,0.00,
434937,0.00,48402.00,0.00,0.00,7,24,,,,,,,71,29,7300,0,,71,9680,0,,247746.00,71,12600,29,5550,29,1750,0,,0,,76,11261,10,5375,0,,22,0.00,63002.00,14600.00,11100.00,3500.00,0.00,71,,,,,,,,,,,,,,,,14401,16651.00,16651,0.00,,0.00,,12151.00,12151,0.00,
434973,,,,,0,0,,,,,,,,,,,,,,,,518893.00,,,,,,,,,,,68,2999,25,3753,27,10577,173,719256.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435000,,,,,0,0,,,,,,,,,,,,,,,,168968.00,,,,,,,,,,,64,6759,36,4526,74,9679,25,280677.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436003,19711.00,59422.00,1077457.00,1077457.00,,,,,,,164,61,99,88,4379,7,1643,30,1213,85,7696,709662.00,99,4381,88,4372,5,117,85,7696,0,,87,3046,81,2928,65,6228,233,1077457.00,709662.00,630529.00,629594.00,935.00,0.00,99,,,,,,,,,,,,,,,,5380,204459.00,5381,5623.00,5623,5133.00,5133,0.00,,0.00,
436012,641853.00,0.00,0.00,0.00,,,,,,,285,75,100,100,4079,74,3056,0,,0,,2228274.00,100,6331,100,4021,59,100,0,,0,,100,5879,100,3023,0,,379,0.00,1804428.00,1162575.00,1145875.00,16700.00,0.00,100,,,,,,,,,,,,,,,,5546,1580521.00,5546,0.00,,0.00,,0.00,,0.00,
436030,4000.00,0.00,1195804.00,1195804.00,,,,,,,345,94,100,92,2707,2,500,0,,98,3527,868510.00,92,2719,92,2707,0,,98,3527,0,,90,2648,90,2624,93,3527,328,1195804.00,864709.00,860709.00,860709.00,0.00,0.00,100,,,,,,,,,,,,,,,,2338,548899.00,2071,199850.00,3223,57960.00,3220,0.00,,0.00,
436067,0.00,0.00,7500.00,7500.00,,,,,,,38,75,95,95,4450,0,,0,,8,2500,191350.00,95,4450,95,4450,0,,8,2500,0,,84,4450,84,4450,6,2500,43,7500.00,160200.00,160200.00,160200.00,0.00,0.00,95,,,,,,,,,,,,,,,,4450,156400.00,4600,3800.00,1900,0.00,,0.00,,0.00,
436094,0.00,4050.00,64447.00,64447.00,10,5,,,,,,,100,90,7809,0,,40,1013,90,7161,865814.00,90,8259,90,5348,80,2768,90,7161,0,,85,5445,67,4100,73,7183,159,976835.00,74329.00,70279.00,48132.00,22147.00,0.00,90,,,,,,,,,,,,,,,,7809,70279.00,7809,0.00,,0.00,,0.00,,0.00,
436100,0.00,0.00,152000.00,152000.00,,,,,,,21,47,86,76,5645,0,,0,,76,9500,98175.00,76,5645,76,5645,0,,76,9500,0,,38,5775,38,5775,40,9500,17,171000.00,90320.00,90320.00,90320.00,0.00,0.00,86,,,,,,,,,,,,,,,,5018,90320.00,5018,0.00,,0.00,,0.00,,0.00,
436182,5000.00,9090.00,210324.00,210324.00,24,21,,,,,,,96,88,5169,4,5000,21,1818,96,9145,570030.00,96,5332,88,4941,17,1200,96,9145,0,,97,5045,94,4634,94,9406,113,1025301.00,122647.00,108557.00,103757.00,4800.00,0.00,96,,,,,,,,,,,,,,,,5332,98633.00,5802,12750.00,6375,9264.00,3088,0.00,,2000.00,2000
436191,0.00,4220.00,429116.00,429116.00,54,12,,,,,,,94,85,5632,0,,2,4220,85,9329,1719767.00,87,5602,85,5247,30,1106,85,9329,0,,86,4598,85,4293,88,9480,374,3611957.00,263290.00,259070.00,241370.00,17700.00,0.00,94,,,,,,,,,,,,,,,,5181,235320.00,5348,23750.00,3958,0.00,,0.00,,0.00,
436304,279005.00,6416.00,435423.00,435423.00,272,14,0,100,0,0,,,76,43,4917,37,2790,1,1604,31,5123,3827841.00,68,4601,43,4917,0,,31,5123,0,,59,3303,27,4902,22,6720,1159,2943141.00,855831.00,570410.00,570410.00,0.00,0.00,76,,,,,4533,439699.00,6023,159640.00,5701,53502.00,2548,17677.00,1607,18556.00,977,,,,,,,,,,,
436429,1800262.00,44850.00,7571607.00,6812170.00,,,,,,,1378,37,79,53,4063,16,8001,3,1212,60,9178,19594733.00,59,5873,52,4018,5,597,59,8328,6,9613,68,7733,51,5664,68,10163,2534,25986736.00,4786515.00,2941403.00,2900779.00,40624.00,759437.00,74,,,,,,,,,,,,,,,,800,685000.00,854,39431.00,917,6250.00,184,0.00,0,0.00,0
436438,0.00,1346.00,15762.00,15762.00,4,2,,,,,,,100,50,6275,0,,25,1346,75,5254,681077.00,75,4632,50,5775,25,1000,75,5254,0,,75,4153,67,3306,64,7134,164,991594.00,13896.00,12550.00,11550.00,1000.00,0.00,100,,,,,,,,,,,,,,,,4183,12550.00,4183,0.00,,0.00,,0.00,,0.00,
436465,12340.00,0.00,0.00,0.00,45,27,,,,,,,100,100,5009,100,274,0,,0,,810956.00,100,5283,100,4709,100,300,0,,0,,98,5006,98,4822,4,3029,162,21200.00,237730.00,225390.00,211890.00,13500.00,0.00,100,,,,,,,,,,,,,,,,5009,140970.00,5221,79890.00,4699,4565.00,4565,0.00,,0.00,
436483,0.00,0.00,0.00,0.00,3,1,,,,,,,0,0,,0,,0,,0,,977332.00,0,,0,,0,,0,,0,,75,3702,67,2955,81,7366,264,2106661.00,0.00,0.00,0.00,0.00,0.00,0,,,,,,,,,,,,,,,,,,,,,,,,,,
436553,0.00,1210.00,0.00,0.00,11,6,,,,,,,100,100,5529,0,,100,110,0,,958630.00,100,5639,100,5329,100,200,0,,0,,90,5639,90,2907,0,,170,0.00,62029.00,60819.00,58619.00,2200.00,0.00,100,,,,,,,,,,,,,,,,5639,62029.00,5639,0.00,,0.00,,0.00,,0.00,
436599,0.00,0.00,15834.00,15834.00,2,2,,,,,,,100,50,4774,0,,0,,100,7917,126976.00,50,4774,50,4774,0,,100,7917,0,,40,3527,40,3527,76,8553,36,590181.00,4774.00,4774.00,4774.00,0.00,0.00,100,,,,,,,,,,,,,,,,2387,0.00,,4774.00,4774,0.00,0,0.00,,0.00,
436614,0.00,27864.00,0.00,0.00,3,6,,,,,,,100,33,4725,0,,100,9288,0,,364919.00,100,10863,33,4725,0,,0,,0,,96,7155,72,3676,26,5537,51,77513.00,32589.00,4725.00,4725.00,0.00,0.00,100,,,,,,,,,,,,,,,,8589,0.00,,8589.00,8589,0.00,,0.00,,0.00,
436632,0.00,0.00,1046000.00,1046000.00,,,,,,,145,81,100,95,3550,0,,0,,94,7691,592850.00,95,3550,95,3550,0,,94,7691,0,,93,3550,93,3550,93,9379,167,1566293.00,489900.00,489900.00,489900.00,0.00,0.00,100,,,,,,,,,,,,,,,,3800,230568.00,3843,35400.00,3540,0.00,,0.00,,0.00,
436641,91734.00,17739.00,596782.00,593782.00,,,,,,,101,46,93,87,4821,48,1911,46,386,87,6782,916889.00,88,5997,87,4652,45,331,87,6748,1,3000,83,5010,83,4308,86,6743,183,1274369.00,533726.00,424253.00,409353.00,14900.00,3000.00,93,,,,,,,,,,,,,,,,4214,331757.00,4608,6362.00,1591,3225.00,1075,0.00,0,0.00,0
436650,2135.00,0.00,574556.00,574556.00,,,,,,,142,30,88,75,4643,1,1068,0,,84,4828,1319512.00,77,4578,75,4536,61,133,84,4828,0,,62,4503,60,4375,69,4652,293,1516698.00,498965.00,496830.00,485402.00,11428.00,0.00,88,,,,,,,,,,,,,,,,3097,77520.00,3876,4267.00,4267,11117.00,2779,0.00,0,0.00,0
436775,0.00,500.00,541217.00,541217.00,,,,,,,96,30,78,71,4131,0,,1,500,69,8200,777291.00,71,4139,59,4722,30,405,69,8200,0,,65,3719,55,4193,65,7517,209,1578473.00,281430.00,280930.00,269180.00,11750.00,0.00,78,,,,,,,,,,,,,,,,3992,214601.00,5647,33870.00,4839,27959.00,1997,1750.00,350,1250.00,208
436818,821816.00,1574703.00,1660559.00,1595567.00,704,31,0,100,0,0,,,79,41,4682,41,2873,52,4302,45,5222,10562875.00,57,9269,41,4682,0,,45,5049,2,5908,57,8057,38,4407,47,6146,1311,6655640.00,3744795.00,1348276.00,1348276.00,0.00,64992.00,76,,,,,6710,1598071.00,11580,705908.00,9670,646123.00,6593,106109.00,1584,70633.00,785,,,,,,,,,,,
436827,224208.00,395576.00,794597.00,705820.00,257,36,0,99,1,0,,,78,30,4485,32,2734,38,4036,53,5886,2458910.00,45,8320,30,4485,0,,51,5347,5,6341,48,7211,25,4443,47,6154,341,2073858.00,965108.00,345324.00,345324.00,0.00,88777.00,72,,,,,5091,371974.00,10333,217084.00,9438,179251.00,6894,39802.00,1137,37044.00,805,,,,,,,,,,,
436836,356680.00,495403.00,729729.00,683885.00,373,24,0,89,11,0,,,66,39,4596,37,2585,45,2966,37,5250,5542375.00,50,8096,39,4596,0,,37,4992,2,7641,49,7170,35,4262,39,6462,773,3896500.00,1513922.00,661839.00,661839.00,0.00,45844.00,62,,,,,6703,687092.00,10255,438395.00,9530,194456.00,6077,61613.00,1988,6000.00,194,,,,,,,,,,,
437060,4836.00,0.00,201000.00,201000.00,23,8,,,,,,,100,96,5865,4,4836,0,,96,9136,1475586.00,100,5821,96,5556,26,1133,96,9136,0,,95,5088,94,4813,92,9797,290,2753081.00,133873.00,129037.00,122237.00,6800.00,0.00,100,,,,,,,,,,,,,,,,5821,129037.00,5865,0.00,,0.00,,0.00,,4836.00,4836
437097,0.00,0.00,0.00,0.00,3,0,,,,,,,0,0,,0,,0,,0,,271773.00,0,,0,,0,,0,,0,,9,3235,9,3235,10,8528,84,784547.00,0.00,0.00,0.00,0.00,0.00,0,,,,,,,,,,,,,,,,,,,,,,,,,,
437103,575057.00,128065.00,1730119.00,1669471.00,946,12,0,90,10,0,,,79,59,4959,51,1186,4,3659,35,5275,20089058.00,71,5126,59,4929,3,535,34,5121,1,12130,59,4348,49,4417,33,5727,4620,14999203.00,3460203.00,2757081.00,2740487.00,16594.00,60648.00,79,,,,,4963,2275159.00,5731,510714.00,5433,162515.00,3250,40049.00,1054,29320.00,1011,,,,,,,,,,,
437237,0.00,103960.00,228289.00,202289.00,,,,,,,40,34,68,33,4134,0,,58,4520,65,8780,348641.00,65,6066,33,4134,0,,65,7780,5,13000,59,4981,39,2436,43,7965,70,406218.00,157703.00,53743.00,53743.00,0.00,26000.00,68,,,,,,,,,,,,,,,,7604,11300.00,5650,23975.00,7992,30765.00,10255,10000.00,5000,0.00,
437316,,,,,0,0,,,,,,,,,,,,,,,,6073618.00,,,,,,,,,,,100,17353,29,4179,78,11798,350,3220934.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437325,,,,,0,0,,,,,,,,,,,,,,,,456086.00,,,,,,,,,,,32,4184,24,2635,60,10032,109,2036528.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437556,309036.00,195000.00,3198035.00,3150418.00,,,,,,,546,66,97,81,4052,7,8133,8,4756,86,6804,3172005.00,86,4923,81,4052,0,,86,6703,3,2506,74,5200,71,4124,64,6351,610,3340628.00,2299131.00,1795095.00,1795095.00,0.00,47617.00,97,,,,,,,,,,,,,,,,4970,390897.00,5506,203306.00,5213,59306.00,4562,7482.00,1069,0.00,0
437608,0.00,0.00,0.00,0.00,,,,,,,173,57,83,83,4778,0,,0,,0,,1078687.00,83,4778,83,4778,0,,0,,0,,80,4476,80,4476,0,,241,0.00,683305.00,683305.00,683305.00,0.00,0.00,83,,,,,,,,,,,,,,,,4798,671755.00,4798,0.00,,0.00,,0.00,,0.00,
437635,0.00,38314.00,1471659.00,1471659.00,,,,,,,348,70,80,65,3652,0,,17,661,66,6399,1165640.00,72,3455,65,3652,0,,66,6399,0,,68,3480,60,3757,64,6702,335,2104533.00,867284.00,828970.00,828970.00,0.00,0.00,80,,,,,,,,,,,,,,,,3453,305619.00,3596,33726.00,3373,1240.00,1240,1245.00,415,0.00,
437705,0.00,4068.00,0.00,0.00,,,,,,,7,54,100,100,5775,0,,86,678,0,,65604.00,100,6356,100,5775,0,,0,,0,,100,5046,92,5007,0,,13,0.00,44493.00,40425.00,40425.00,0.00,0.00,100,,,,,,,,,,,,,,,,6453,38718.00,6453,0.00,,0.00,,0.00,,0.00,
437732,0.00,27805.00,587132.00,587132.00,,,,,,,81,21,93,72,3727,0,,20,1738,93,7828,1239080.00,86,3486,70,3529,64,289,93,7828,0,,81,4010,67,3731,81,8817,309,2706711.00,243992.00,216187.00,201162.00,15025.00,0.00,93,,,,,,,,,,,,,,,,2872,184902.00,3626,25526.00,1823,4951.00,1650,0.00,0,0.00,0
437750,0.00,0.00,244000.00,210000.00,40,25,,,,,,,50,18,3025,0,,0,,50,12200,313751.00,18,3025,18,3025,0,,50,10500,10,8500,46,4183,46,4183,55,11468,75,1020661.00,21175.00,21175.00,21175.00,0.00,34000.00,50,,,,,,,,,,,,,,,,1059,19575.00,1088,1600.00,800,0.00,,0.00,,0.00,
437769,0.00,0.00,306538.00,306538.00,,,,,,,39,15,100,85,4576,0,,0,,87,9016,928237.00,85,4576,85,4481,31,263,87,9016,0,,78,4550,78,4444,69,9567,204,1712511.00,151011.00,151011.00,147861.00,3150.00,0.00,100,,,,,,,,,,,,,,,,3469,17326.00,4332,0.00,,10425.00,3475,0.00,0,0.00,
437778,0.00,0.00,1124049.00,1124049.00,,,,,,,310,64,81,75,3152,0,,0,,68,5327,1075516.00,75,3152,75,3152,0,,68,5327,0,,68,3269,67,3277,63,5388,329,1653972.00,728190.00,728190.00,728190.00,0.00,0.00,81,,,,,,,,,,,,,,,,3292,376439.00,3391,45131.00,3224,9672.00,1612,0.00,,0.00,
437857,0.00,28540.00,220056.00,220056.00,,,,,,,29,13,93,62,4892,0,,31,3171,86,8802,571978.00,79,5069,62,4892,0,,86,8802,0,,60,4366,56,4058,58,7269,131,923216.00,116590.00,88050.00,88050.00,0.00,0.00,93,,,,,,,,,,,,,,,,4596,58200.00,5820,18325.00,3665,19935.00,4984,13355.00,3339,500.00,500
437936,0.00,6650.00,628468.00,608122.00,,,,,,,95,8,94,79,3784,0,,36,196,87,7572,2992009.00,80,3822,79,3638,35,332,87,7327,6,3391,64,3947,62,3653,56,7266,758,4817088.00,290478.00,283828.00,272878.00,10950.00,20346.00,94,,,,,,,,,,,,,,,,4004,117575.00,4522,15975.00,5325,2967.00,989,3625.00,1813,0.00,0
