"UNITID","SGRNT_T","IGRNT_T","LOAN_T","FLOAN_T","SCFA1N","SCFA1P","SCFA11P","SCFA12P","SCFA13P","SCFA14P","SCFY1N","SCFY1P","ANYAIDP","FGRNT_P","FGRNT_A","SGRNT_P","SGRNT_A","IGRNT_P","IGRNT_A","LOAN_P","LOAN_A","UAGRNTT","AGRNT_P","AGRNT_A","PGRNT_P","PGRNT_A","OFGRT_P","OFGRT_A","FLOAN_P","FLOAN_A","OLOAN_P","OLOAN_A","UAGRNTP","UAGRNTA","UPGRNTP","UPGRNTA","UFLOANP","UFLOANA","UAGRNTN","UFLOANT","AGRNT_T","FGRNT_T","PGRNT_T","OFGRT_T","OLOAN_T","AIDFSIP","SCFY11P","SCFY12P","SCFY13P","SCFY14P","GIS4A2","GIS4T12","GIS4A12","GIS4T22","GIS4A22","GIS4T32","GIS4A32","GIS4T42","GIS4A42","GIS4T52","GIS4A52","GRN4A2","GRN4T12","GRN4A12","GRN4T22","GRN4A22","GRN4T32","GRN4A32","GRN4T42","GRN4A42","GRN4T52","GRN4A52"
161299,96980.00,503569.00,2842374.00,928665.00,206,21,0,97,3,0,,,87,25,4550,23,2020,39,6295,79,17546,4424404.00,55,7368,25,4205,9,978,76,5915,50,18401,64,6968,29,4164,81,7859,635,6341907.00,832587.00,232038.00,214438.00,17600.00,1913709.00,86,,,,,5005,190670.00,10035,119739.00,9211,108560.00,6031,107590.00,2690,149115.00,3314,,,,,,,,,,,
161341,129729.00,354154.00,551903.00,512801.00,184,14,0,80,20,0,,,96,71,4488,53,1324,74,2585,63,4799,4450627.00,91,6418,58,4409,69,915,63,4459,3,6517,55,6268,35,4191,39,5234,710,2637867.00,1071854.00,587971.00,471728.00,116243.00,39102.00,96,,,,,6582,464586.00,8766,142195.00,7484,198659.00,6408,44907.00,2364,25022.00,2275,,,,,,,,,,,
161457,102025.00,10576415.00,6305055.00,3292526.00,624,16,,,,,,,100,26,4627,12,1379,100,16949,84,12056,40565155.00,100,18329,26,3923,10,2186,83,6332,28,17515,60,17870,15,4000,48,7525,2270,13860820.00,11437342.00,758902.00,627758.00,131144.00,3012529.00,100,,,,,,,,,,,,,,,,19041,1381880.00,24676,1505252.00,24676,2032825.00,20328,2153494.00,18565,3151511.00,15449
161484,77125.00,57955.00,347230.00,347230.00,102,11,0,99,1,0,,,95,74,4464,53,1428,55,1035,60,5692,2495503.00,85,5401,74,4231,23,760,60,5692,0,,54,4971,44,3859,33,5512,502,1703351.00,469881.00,334801.00,317331.00,17470.00,0.00,94,,,,,5038,265981.00,6820,114111.00,6006,70463.00,4404,7091.00,545,770.00,193,,,,,,,,,,,
161493,7122.00,4550.00,674698.00,674698.00,,,,,,,74,21,97,81,4517,3,3561,34,182,93,9778,1036708.00,82,4634,81,4386,32,328,93,9778,0,,72,4082,70,4005,68,7563,254,1807628.00,282686.00,271014.00,263139.00,7875.00,0.00,97,,,,,,,,,,,,,,,,3926,240100.00,5109,31248.00,4464,9413.00,1046,925.00,132,1000.00,500
161509,23950.00,1556670.00,898521.00,553840.00,110,26,,,,,,,100,37,5285,15,1409,100,14152,82,9984,6749100.00,100,16339,37,4341,37,944,82,6154,19,16413,100,15696,36,4083,76,7154,430,2325003.00,1797307.00,216687.00,177987.00,38700.00,344681.00,100,,,,,,,,,,,,,,,,16937,306675.00,19167,355622.00,20919,176300.00,17630,271200.00,15067,431510.00,14384
161518,93450.00,5338809.00,2032021.00,1501204.00,277,16,,,,,,,99,36,4724,23,1460,97,19847,91,8096,18708846.00,97,21887,36,4385,36,430,89,6078,14,13969,60,18360,21,3981,56,6714,1019,6344961.00,5909428.00,477169.00,434146.00,43023.00,530817.00,99,,,,,,,,,,,,,,,,21680,1243006.00,25896,665199.00,25585,791285.00,23273,1177162.00,19952,1586661.00,18667
161527,4100.00,1100.00,241578.00,241578.00,,,,,,,64,21,81,58,2938,23,273,17,100,66,5752,464787.00,58,3078,58,2838,58,100,66,5752,0,,50,3119,46,2708,61,4354,149,796828.00,113893.00,108693.00,104993.00,3700.00,0.00,81,,,,,,,,,,,,,,,,2511,62216.00,3456,12905.00,4302,7638.00,1273,100.00,25,0.00,0
161545,460458.00,345625.00,2015969.00,1859124.00,915,15,0,88,12,0,,,83,57,4282,40,1265,33,1137,48,4592,12957396.00,71,4721,57,4154,6,1249,47,4314,2,7842,49,4366,43,3814,37,5210,2968,11545465.00,3054372.00,2248289.00,2180842.00,67447.00,156845.00,82,,,,,4482,1867249.00,6102,532300.00,5432,289712.00,3082,59194.00,822,39604.00,762,,,,,,,,,,,
161554,414037.00,2228080.00,3187686.00,2589928.00,662,11,0,76,24,0,,,94,47,5278,40,1574,85,3950,70,6900,23459610.00,88,7385,47,4519,43,856,68,5743,9,9963,55,6939,37,3750,52,6724,3381,21361468.00,4283464.00,1641347.00,1396455.00,244892.00,597758.00,93,,,,,6514,1426776.00,9449,646662.00,9510,373535.00,4728,171259.00,2635,72062.00,1441,,,,,,,,,,,
161563,160050.00,3152380.00,2446401.00,1814201.00,256,21,,,,,,,100,55,5090,45,1380,99,12460,95,10067,12180395.00,99,15846,55,4216,55,874,95,7466,25,9878,67,15075,35,4194,63,7145,808,5430048.00,4024972.00,712542.00,590182.00,122360.00,632200.00,100,,,,,,,,,,,,,,,,15780,1205261.00,17468,748669.00,17825,824973.00,17187,646695.00,14059,487850.00,11345
161572,44512.00,2212970.00,1614971.00,887801.00,198,30,,,,,,,99,36,4190,15,1484,99,11233,86,9500,8319058.00,99,12991,36,3733,36,457,85,5285,27,13466,95,13142,40,4161,83,10454,633,5770836.00,2559174.00,301692.00,268792.00,32900.00,727170.00,99,,,,,,,,,,,,,,,,13331,405815.00,16233,383249.00,15969,474229.00,14820,549806.00,12218,506475.00,10552
161581,124247.00,48036.00,230746.00,230746.00,124,26,1,98,1,0,,,100,80,4783,64,1573,25,1550,43,4354,1810177.00,88,5924,80,4733,8,488,43,4354,0,,59,6351,53,4499,20,4108,285,386191.00,645756.00,473473.00,468597.00,4876.00,0.00,100,,,,,5389,380882.00,6682,153955.00,6415,91788.00,4831,9060.00,647,250.00,63,,,,,,,,,,,
161615,0.00,0.00,42272.00,42272.00,,,,,,,32,74,66,56,2921,0,,0,,66,2013,52574.00,56,2921,56,2921,0,,66,2013,0,,42,2921,42,2921,51,1921,18,42272.00,52574.00,52574.00,52574.00,0.00,0.00,66,,,,,,,,,,,,,,,,2504,46799.00,2463,5775.00,5775,0.00,,0.00,0,0.00,
161651,0.00,0.00,120263.00,120263.00,,,,,,,38,39,76,76,3621,0,,0,,47,6681,223644.00,76,3621,76,3514,21,388,47,6681,0,,75,3064,75,3021,45,6726,73,295938.00,104996.00,104996.00,101896.00,3100.00,0.00,76,,,,,,,,,,,,,,,,3485,58229.00,4159,18440.00,2305,0.00,,0.00,,0.00,
161688,292372.00,126618.00,1459961.00,1373776.00,453,15,33,31,28,8,,,90,62,4286,30,2150,24,1172,58,5551,9026842.00,78,4587,62,4239,4,813,57,5304,3,7182,81,3621,44,3878,43,6039,2493,8049754.00,1614673.00,1195683.00,1182683.00,13000.00,86185.00,89,,,,,4266,917069.00,4474,85430.00,5339,31225.00,2402,2410.00,482,500.00,125,,,,,,,,,,,
161767,150150.00,105357.00,657549.00,657549.00,1393,9,81,16,2,0,,,40,26,4111,10,1096,5,1596,11,4215,13455289.00,31,4065,26,4065,2,795,11,4215,0,,31,2991,23,3108,11,4761,4499,7350890.00,1760033.00,1504526.00,1487826.00,16700.00,0.00,40,,,,,3101,820123.00,4660,463453.00,4414,194476.00,2185,10983.00,220,2625.00,43,,,,,,,,,,,
161776,17000.00,188029.00,2302595.00,2293595.00,,,,,,,362,71,86,74,4839,3,1700,67,777,77,8283,1762479.00,82,5040,73,4714,56,189,77,8250,0,9000,66,5245,58,4735,61,8282,336,2600696.00,1497009.00,1291980.00,1253936.00,38044.00,9000.00,86,,,,,,,,,,,,,,,,5302,649281.00,5366,62721.00,5227,27322.00,4554,3025.00,3025,0.00,
161800,4500.00,0.00,1282195.00,1265980.00,,,,,,,384,90,100,100,2521,2,500,0,,89,3749,998364.00,100,2533,100,2521,0,,89,3702,3,1622,91,2580,91,2502,85,3497,387,1265980.00,972625.00,968125.00,968125.00,0.00,16215.00,100,,,,,,,,,,,,,,,,2521,736270.00,2843,186950.00,1888,44905.00,1727,0.00,,0.00,
161855,3000.00,0.00,115215.00,115215.00,,,,,,,26,43,100,96,3088,23,500,0,,92,4801,172187.00,96,3208,96,3050,4,958,92,4801,0,,93,3075,93,2984,95,5306,56,302439.00,80209.00,77209.00,76251.00,958.00,0.00,100,,,,,,,,,,,,,,,,3085,78679.00,3278,1530.00,765,0.00,,0.00,,0.00,
161864,1150.00,51626.00,0.00,0.00,383,8,0,90,10,0,,,84,79,4181,1,575,4,3037,0,,8488212.00,84,4098,77,4272,2,323,0,,0,,60,2981,51,3325,0,,2847,0.00,1319619.00,1266843.00,1264581.00,2262.00,0.00,84,,,,,4268,971174.00,4455,236149.00,4003,25137.00,2514,1126.00,563,0.00,,,,,,,,,,,,
161873,161375.00,347400.00,371309.00,290233.00,137,4,0,96,4,0,,,90,49,4538,34,3434,66,3818,49,5542,11739102.00,85,7007,47,4713,2,800,44,4837,5,11582,77,4552,40,4046,55,7503,2579,13707863.00,812791.00,304016.00,301616.00,2400.00,81076.00,90,,,,,6843,282818.00,8318,123615.00,6868,103608.00,6095,44698.00,5587,61089.00,4699,,,,,,,,,,,
162007,709874.00,1201696.00,2684240.00,2458949.00,559,13,0,87,13,0,,,91,56,5009,32,3966,49,4370,72,6628,20803991.00,74,8417,56,4861,6,1499,72,6102,3,11857,65,7388,51,4411,64,7141,2816,19779695.00,3484536.00,1572966.00,1526487.00,46479.00,225291.00,91,,,,,6059,1504716.00,10306,529766.00,7907,332900.00,4624,95777.00,1596,63253.00,879,,,,,,,,,,,
162061,91450.00,717256.00,416002.00,289750.00,82,20,,,,,,,95,43,5685,23,4813,89,9825,63,8000,3582600.00,89,13804,43,5071,24,1075,60,5913,12,12625,70,12269,37,4423,56,7928,292,1839197.00,1007679.00,198973.00,177473.00,21500.00,126252.00,89,,,,,,,,,,,,,,,,14346,352092.00,16004,205406.00,20541,33450.00,11150,69983.00,7776,242869.00,12783
162104,26550.00,90917.00,326811.00,326811.00,270,10,78,8,14,0,,,74,47,4711,12,805,31,1095,23,5187,3906105.00,64,4114,47,4563,12,570,23,5187,0,,55,2722,31,3577,19,5546,1435,2684217.00,715820.00,598353.00,579548.00,18805.00,0.00,73,,,,,4248,359514.00,5210,162470.00,5241,63256.00,2875,500.00,50,500.00,83,,,,,,,,,,,
162122,125410.00,164645.00,719283.00,682855.00,1212,15,93,6,1,0,,,48,27,4627,11,909,11,1286,13,4524,10647486.00,37,4053,26,4753,1,2000,13,4434,0,6071,34,3801,23,4652,10,4954,2801,4151171.00,1807773.00,1517718.00,1487718.00,30000.00,36428.00,46,,,,,3904,999662.00,6059,424401.00,5305,204161.00,2836,27325.00,701,11615.00,164,,,,,,,,,,,
162168,66895.00,125081.00,21592.00,0.00,277,12,97,2,1,0,,,73,45,4186,17,1454,38,1191,1,5398,3807101.00,67,3845,44,4102,45,151,0,,1,5398,54,3115,39,3038,0,,1222,0.00,715254.00,523278.00,504553.00,18725.00,21592.00,68,,,,,4947,351092.00,4945,201483.00,5166,58980.00,4537,1925.00,1925,0.00,,,,,,,,,,,,
162210,42200.00,544031.00,293776.00,293776.00,141,16,,,,,,,50,26,5678,6,4689,48,8000,33,6251,6649964.00,49,11541,26,4564,21,1579,33,6251,0,,70,10866,42,4331,57,11526,612,5728624.00,796333.00,210102.00,164317.00,45785.00,0.00,50,,,,,,,,,,,,,,,,11921,273976.00,14420,125138.00,12514,99063.00,11007,78325.00,11189,43400.00,6200
162283,171124.00,746180.00,933083.00,933083.00,242,9,0,69,31,0,,,92,69,6212,23,3111,52,5922,65,5906,14820167.00,86,9473,69,5216,36,2042,65,5906,0,,74,7515,61,4457,66,7839,1972,13820406.00,1960837.00,1043533.00,865838.00,177695.00,0.00,92,,,,,7693,1161953.00,7746,7313.00,3657,0.00,,0.00,,0.00,,,,,,,,,,,,
162335,2000.00,1500.00,118211.00,118211.00,,,,,,,13,17,100,85,5077,31,500,8,1500,100,9093,251779.00,92,4946,85,5077,0,,100,9093,0,,74,4496,72,4445,66,7859,56,392954.00,59351.00,55851.00,55851.00,0.00,0.00,100,,,,,,,,,,,,,,,,4565,53526.00,5353,1500.00,1500,4325.00,4325,0.00,,0.00,0
162371,9000.00,0.00,3300000.00,3300000.00,,,,,,,505,95,97,74,4133,4,500,0,,96,6804,1940000.00,77,4018,74,4133,0,,96,6804,0,,73,5000,71,5120,92,8144,388,3950000.00,1559000.00,1550000.00,1550000.00,0.00,0.00,97,,,,,,,,,,,,,,,,6033,415000.00,6103,58080.00,5808,28750.00,5750,10950.00,5475,0.00,
162557,76726.00,116125.00,591583.00,581583.00,797,13,94,3,3,0,,,53,27,4956,9,1112,19,769,15,4849,7950030.00,41,3872,27,4877,6,458,15,4806,0,10000,34,3829,22,4701,11,5407,2076,3590204.00,1258456.00,1065605.00,1043610.00,21995.00,10000.00,49,,,,,3891,659992.00,6168,247677.00,5055,183383.00,3275,21632.00,636,4092.00,100,,,,,,,,,,,
162584,1097447.00,1543049.00,4640611.00,3610673.00,931,19,0,93,7,0,,,89,43,4594,32,3634,52,3215,69,7184,20219550.00,66,7294,43,4488,9,594,68,5686,10,11318,60,6836,37,4225,60,8397,2958,24787544.00,4478213.00,1837717.00,1786081.00,51636.00,1029938.00,88,,,,,5737,1921261.00,11235,1025167.00,8472,649207.00,4704,173802.00,1704,183324.00,1168,,,,,,,,,,,
162609,93695.00,247378.00,429657.00,428583.00,179,25,50,26,18,6,,,97,61,4566,21,2466,49,2811,41,5806,2726195.00,92,5111,61,4484,7,692,41,5792,1,1074,81,4700,53,4092,37,5761,580,1526560.00,843334.00,502261.00,493261.00,9000.00,1074.00,96,,,,,5332,314757.00,6557,95983.00,5052,65597.00,4100,17959.00,2245,1600.00,800,,,,,,,,,,,
162654,285831.00,8790809.00,1450605.00,1131473.00,389,26,,,,,,,100,23,4614,9,7940,99,22774,56,6654,35591528.00,99,24579,23,4286,9,957,55,5287,6,14506,94,25716,25,4369,55,6514,1384,5315143.00,9487326.00,410686.00,377190.00,33496.00,319132.00,100,,,,,,,,,,,,,,,,28623,1512049.00,40866,988074.00,34072,1107599.00,33564,1432530.00,27549,1800701.00,20463
162681,,,,,0,0,,,,,,,,,,,,,,,,2281427.00,,,,,,,,,,,76,4362,69,3861,64,6778,523,2989031.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162690,52563.00,132601.00,477414.00,477414.00,361,8,77,5,18,0,,,76,46,4536,14,1051,23,1617,27,4822,7239621.00,62,4207,46,4378,4,1914,27,4822,0,,62,2723,33,3400,27,5071,2659,5953859.00,938075.00,752911.00,722293.00,30618.00,0.00,71,,,,,4250,487051.00,5237,141449.00,4878,72626.00,3158,15133.00,757,2000.00,500,,,,,,,,,,,
162706,100750.00,207548.00,626031.00,611346.00,891,14,91,5,4,0,,,52,30,4137,10,1095,15,1549,15,4816,7421663.00,41,3836,29,4069,2,1292,14,4776,0,4895,41,2762,24,3187,9,5025,2687,2798925.00,1396434.00,1088136.00,1066165.00,21971.00,14685.00,49,,,,,3443,724547.00,5175,249177.00,4223,169295.00,2775,27736.00,730,3195.00,74,,,,,,,,,,,
162760,463384.00,5594846.00,1461153.00,970990.00,257,20,,,,,,,99,32,4682,37,4878,99,22027,68,8397,26396342.00,99,25344,32,4497,6,938,67,5613,11,17506,95,21690,29,4293,67,7187,1217,6159474.00,6437502.00,379272.00,364272.00,15000.00,490163.00,99,,,,,,,,,,,,,,,,25981,1484373.00,35342,509141.00,29949,835721.00,26959,751608.00,23488,1199611.00,19349
162779,186990.00,328319.00,676847.00,655514.00,1162,12,76,20,4,0,,,52,38,4330,13,1206,20,1391,13,4636,13599135.00,46,4566,38,4313,4,380,12,4552,0,7111,39,3622,29,3339,12,5099,3755,6128891.00,2429276.00,1913967.00,1897617.00,16350.00,21333.00,51,,,,,4432,1354543.00,5668,572252.00,4933,254643.00,3068,40875.00,1202,6871.00,222,,,,,,,,,,,
162830,2000.00,0.00,116052.00,116052.00,,,,,,,23,25,96,70,4695,17,500,0,,87,5803,226095.00,74,4536,70,4695,0,,87,5803,0,,75,3325,74,3315,73,5088,68,335775.00,77118.00,75118.00,75118.00,0.00,0.00,96,,,,,,,,,,,,,,,,3505,59773.00,4270,5325.00,5325,3337.00,1669,8683.00,4342,0.00,0
162928,40350.00,26277082.00,3290315.00,1949009.00,1368,21,,,,,,,66,13,5680,2,1921,52,37115,36,6594,111617634.00,52,38083,13,4535,13,1165,33,4302,7,14119,50,34632,12,4459,34,6542,3223,14476770.00,27305764.00,988332.00,789147.00,199185.00,1341306.00,60,,,,,,,,,,,,,,,,33519,2286567.00,53176,3911236.00,58377,3976868.00,50985,3708846.00,41209,7736498.00,21080
162982,0.00,0.00,205000.00,205000.00,,,,,,,49,27,92,92,2054,0,,0,,92,4556,184560.00,92,2054,92,2054,0,,92,4556,0,,40,2528,40,2528,60,3604,73,400000.00,92420.00,92420.00,92420.00,0.00,0.00,92,,,,,,,,,,,,,,,,2054,90000.00,2368,2420.00,346,0.00,,0.00,,0.00,
163028,0.00,7976.00,2998341.00,2998341.00,,,,,,,521,50,86,65,4183,0,,0,3988,77,7477,2745854.00,65,4207,65,4040,11,896,77,7477,0,,64,4135,64,4044,76,7478,664,5862630.00,1434446.00,1426470.00,1373594.00,52876.00,0.00,86,,,,,,,,,,,,,,,,3164,472609.00,4258,112482.00,3409,47510.00,1900,3329.00,175,0.00,0
163046,229245.00,21719827.00,5360664.00,3481704.00,1032,25,,,,,,,86,17,5828,5,4409,82,25613,58,8949,78371690.00,83,26914,16,4213,14,2116,57,5901,10,17398,75,25848,14,4126,53,6845,3032,14696096.00,22957345.00,1008273.00,707845.00,300428.00,1878960.00,85,,,,,,,,,,,,,,,,28155,2489160.00,36605,2032263.00,35654,2625334.00,36463,4011001.00,33149,6382814.00,20927
163107,1000.00,0.00,31800.00,31800.00,,,,,,,8,31,88,88,3593,25,500,0,,88,4543,76302.00,88,3736,88,3507,50,150,88,4543,0,,92,3179,92,2968,96,2422,24,60550.00,26150.00,25150.00,24550.00,600.00,0.00,88,,,,,,,,,,,,,,,,3736,25120.00,4187,1030.00,1030,0.00,,0.00,,0.00,
163204,88268.00,30923.00,474828.00,474828.00,201,1,0,90,10,0,,,62,49,3444,8,5517,11,1406,38,6167,124318528.00,52,4382,49,3350,6,771,38,6167,0,,46,7162,27,2990,24,8090,17357,73679657.00,460105.00,340914.00,331664.00,9250.00,0.00,61,,,,,4327,376488.00,4327,0.00,,0.00,,0.00,,0.00,,,,,,,,,,,,
163259,,,,,0,0,,,,,,,,,,,,,,,,2807950.00,,,,,,,,,,,48,6782,20,3858,44,8104,414,3055051.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163268,1063604.00,4842665.00,4433216.00,3235828.00,1543,14,0,87,13,0,,,73,23,4721,19,3581,42,7393,42,6916,46293108.00,54,9043,23,4507,7,690,40,5211,5,14426,49,8380,28,4315,40,6766,5524,30738012.00,7596218.00,1689949.00,1613357.00,76592.00,1197388.00,73,,,,,3881,1513039.00,10731,779350.00,7872,423963.00,3533,94875.00,724,79955.00,315,,,,,,,,,,,
163286,2410545.00,15771496.00,10194888.00,6753059.00,3958,14,0,71,29,0,,,72,14,4653,16,3691,52,7705,32,8091,126368164.00,57,9206,14,4500,2,878,31,5481,5,18308,51,9074,19,4460,34,6703,13926,62503144.00,20778305.00,2596264.00,2511075.00,85189.00,3441829.00,69,,,,,7113,3377510.00,16396,1858597.00,13468,1734068.00,8028,642873.00,3695,446497.00,1119,,,,,,,,,,,
163295,117869.00,6076202.00,1690897.00,1033780.00,411,23,,,,,,,95,18,5044,4,6933,95,15540,45,9042,30551892.00,95,16822,18,4597,8,1063,45,5618,6,27380,96,18153,22,4560,50,7281,1683,6377783.00,6577421.00,383350.00,349350.00,34000.00,657117.00,95,,,,,,,,,,,,,,,,19727,1020975.00,27594,599650.00,26072,364500.00,18225,525030.00,18751,1415550.00,15555
163338,1025026.00,1488981.00,5037395.00,4733002.00,1011,27,0,78,22,0,,,92,62,4711,29,3522,25,5839,76,6525,22138512.00,72,7502,62,4651,7,501,76,6155,3,11274,73,8097,56,4446,67,6788,2734,17126698.00,5453955.00,2939948.00,2902374.00,37574.00,304393.00,90,,,,,5670,2637574.00,8971,813237.00,6834,340641.00,2863,70137.00,888,16681.00,229,,,,,,,,,,,
163347,14000.00,71302.00,3217595.00,3125111.00,,,,,,,339,39,98,93,4591,8,500,42,502,96,9931,2662073.00,94,4816,93,4550,38,102,95,9705,11,2569,77,3997,77,3796,80,7613,666,5230461.00,1531577.00,1446275.00,1433190.00,13085.00,92484.00,98,,,,,,,,,,,,,,,,3366,555480.00,3561,73972.00,2959,2415.00,604,1000.00,500,0.00,0
163408,0.00,2500.00,449843.00,447698.00,,,,,,,182,75,100,96,2455,0,,3,500,100,2472,564408.00,96,2469,96,2455,0,,100,2460,4,306,95,2454,92,2275,78,2369,230,447698.00,432088.00,429588.00,429588.00,0.00,2145.00,100,,,,,,,,,,,,,,,,2360,302443.00,2880,102987.00,1943,24158.00,1007,0.00,,0.00,
163426,499512.00,1051187.00,1361639.00,1355597.00,1998,8,86,6,7,0,,,63,42,4434,17,1500,23,2256,14,4846,41228462.00,54,4900,42,4381,4,616,14,4824,0,6042,43,3788,31,3511,13,5851,10885,18880652.00,5306162.00,3755463.00,3711103.00,44360.00,6042.00,60,,,,,4741,2668404.00,6037,1153876.00,5495,641137.00,3305,50348.00,775,4000.00,95,,,,,,,,,,,
163453,1004303.00,2773503.00,5914300.00,5286967.00,1159,18,0,65,35,0,,,89,58,5493,27,3188,48,5034,75,6790,38084761.00,78,8232,57,4669,16,3274,75,6105,4,12803,79,7675,56,4525,72,7326,4962,33486049.00,7441819.00,3664013.00,3058404.00,605609.00,627333.00,89,,,,,6361,2421103.00,9763,842147.00,7519,539488.00,4572,243984.00,2652,298175.00,2639,,,,,,,,,,,
163462,340743.00,9977126.00,3475998.00,2109635.00,506,28,,,,,,,100,25,4757,16,4259,100,19718,70,9847,35966754.00,100,21585,25,4257,20,635,69,6045,14,18977,95,21169,22,4091,61,6818,1699,7499713.00,10922009.00,604140.00,540640.00,63500.00,1366363.00,100,,,,,,,,,,,,,,,,22176,1303449.00,26601,1177836.00,25605,1039237.00,22111,1250696.00,20173,3256525.00,20611
163532,6000.00,207114.00,0.00,0.00,35,12,,,,,,,63,11,3311,6,3000,63,9414,0,,2493046.00,63,10289,11,2511,6,1600,0,,0,,79,10564,23,4737,0,,236,0.00,226356.00,13242.00,10042.00,3200.00,0.00,63,,,,,,,,,,,,,,,,15417,4066.00,4066,0.00,,40100.00,20050,17500.00,17500,0.00,
163541,4500.00,0.00,1729111.00,1729111.00,,,,,,,554,73,100,91,2639,2,500,0,,87,3602,1624881.00,91,2648,91,2639,0,,87,3602,0,,92,2345,85,2325,75,3039,693,1729111.00,1329425.00,1324925.00,1324925.00,0.00,0.00,100,,,,,,,,,,,,,,,,2392,1003005.00,2833,294880.00,1940,27040.00,563,0.00,,0.00,
163578,216370.00,1805798.00,435317.00,305977.00,93,9,,,,,,,98,47,5277,45,5152,98,19844,59,7915,10820474.00,98,24773,47,4777,27,880,57,5773,11,12934,58,18402,31,4098,50,8354,588,4227022.00,2254353.00,232185.00,210185.00,22000.00,129340.00,98,,,,,,,,,,,,,,,,26061,717304.00,29888,354159.00,29513,260595.00,21716,178350.00,22294,261754.00,21813
163657,213952.00,149667.00,1083817.00,1067817.00,776,6,91,3,5,1,,,70,51,4447,18,1573,6,3481,28,5065,20370003.00,57,4809,51,4373,3,1089,27,5037,0,5333,52,2941,38,3441,21,5530,6927,15090996.00,2115903.00,1752284.00,1722884.00,29400.00,16000.00,70,,,,,4089,1194150.00,5453,442824.00,4866,253794.00,3095,19801.00,440,3000.00,97,,,,,,,,,,,
163736,2515.00,144207.00,4748055.00,4727560.00,,,,,,,712,68,87,77,4949,0,2515,63,320,80,8374,3482655.00,80,5007,77,4732,60,314,80,8338,0,10248,67,4989,61,4698,63,8271,698,5491640.00,2858761.00,2712039.00,2579063.00,132976.00,20495.00,87,,,,,,,,,,,,,,,,4889,1326153.00,5242,103873.00,4516,24824.00,2482,18895.00,1575,2786.00,697
163754,1000.00,0.00,103088.00,103088.00,,,,,,,29,20,72,28,2589,7,500,0,,48,7363,177691.00,31,2412,28,2589,0,,48,7363,0,,32,3863,31,3904,49,5760,46,403200.00,21709.00,20709.00,20709.00,0.00,0.00,72,,,,,,,,,,,,,,,,1143,20584.00,2941,0.00,0,1125.00,563,0.00,0,0.00,0
163815,3000.00,0.00,50700.00,50700.00,,,,,,,15,9,93,80,3319,40,500,0,,87,3900,348598.00,80,3569,80,2990,40,658,87,3900,0,,69,3112,69,2991,62,4433,112,443339.00,42830.00,39830.00,35880.00,3950.00,0.00,93,,,,,,,,,,,,,,,,2622,36711.00,3059,0.00,0,0.00,,0.00,,0.00,
163851,802558.00,2239721.00,4356115.00,3500198.00,1186,15,0,80,20,0,,,85,21,4534,22,3087,52,3624,55,6691,22448931.00,65,5365,21,4328,4,1126,54,5452,6,12775,56,5148,23,4062,53,6632,4361,27402953.00,4157752.00,1115473.00,1064788.00,50685.00,855917.00,83,,,,,4560,1023269.00,11245,603620.00,9009,447964.00,5149,251559.00,2351,304767.00,1355,,,,,,,,,,,
163912,485265.00,2129054.00,1825764.00,1675729.00,393,23,0,93,7,0,,,94,21,4515,29,4294,84,6413,77,6006,9998646.00,87,8701,21,4394,5,497,77,5512,3,12503,71,8223,18,4208,65,6624,1216,7365592.00,2984575.00,370256.00,360315.00,9941.00,150035.00,94,,,,,8611,620577.00,19393,502558.00,17949,415202.00,12582,382651.00,7503,584739.00,3978,,,,,,,,,,,
163976,4850.00,2983671.00,405472.00,270361.00,104,26,,,,,,,100,10,5017,2,2425,99,28968,64,6052,11922808.00,99,29502,10,3317,5,3400,59,4432,17,7506,98,30888,20,4434,55,3195,386,686986.00,3038688.00,50167.00,33167.00,17000.00,135111.00,100,,,,,,,,,,,,,,,,32534,58075.00,29038,195125.00,48781,584132.00,38942,399081.00,33257,780705.00,26921
164058,28131.00,88525.00,3080257.00,3065257.00,,,,,,,484,66,81,65,4605,1,7033,46,401,72,8801,2136270.00,68,4777,64,4543,41,190,72,8783,0,15000,60,4855,56,4442,63,8989,440,4143968.00,1571703.00,1455047.00,1417519.00,37528.00,15000.00,80,,,,,,,,,,,,,,,,4430,499528.00,5203,67248.00,4483,37876.00,2525,2310.00,385,0.00,0
164076,1662313.00,7258851.00,10794770.00,8165002.00,2708,14,0,74,26,0,,,80,26,4352,18,3392,47,5716,56,7106,73549317.00,56,7828,26,4335,0,5104,55,5484,6,15842,49,7959,27,4340,48,6567,9241,59897565.00,11945716.00,3024552.00,3004136.00,20416.00,2629768.00,77,,,,,5650,2754510.00,13117,1680149.00,11127,1638765.00,6377,439778.00,2303,548979.00,1245,,,,,,,,,,,
164155,0.00,0.00,0.00,0.00,1178,26,0,0,0,100,,,0,0,,0,,0,,0,,0.00,0,,0,,0,,0,,0,,0,,0,,0,,0,0.00,0.00,0.00,0.00,0.00,0.00,0,,,,,,,,,,,,,,,,,,,,,,,,,,
