"UNITID","OPEFLAG","SECTOR","DEGGRANT","HBCU","HOSPITAL","CARNEGIE","PSET4FLG","PEO1ISTR","PEO2ISTR","PEO3ISTR","PEO4ISTR","RELAFFIL","LEVEL7","LEVEL8","LEVEL17","LEVEL18","LEVEL19","OPENADMP","CREDITS1","CREDITS2","CREDITS3","CREDITS4","SLO5","SLO6","STUSRV1","STUSRV2","STUSRV3","STUSRV4","STUSRV8","ATHASSOC","SPORT1","CONFNO1","SPORT2","CONFNO2","SPORT3","CONFNO3","SPORT4","CONFNO4","APPLFEEU","ROOM","ROOMCAP","BOARD","RMBRDAMT","ALLONCAM","TUITPL","TUITPL1","TUITPL2","TUITPL3","TUITPL4","DISTCRS","LIBRES1","LIBRES2","LIBRES3","LIBRES4","LIBRES5","LIBRES6","LIBRES9","DISAB","TUITION1","FEE1","HRCHG1","TUITION2","FEE2","HRCHG2","TUITION3","FEE3","HRCHG3","chg2ay2","chg2at2","chg2af2","chg2ay3","chg2at3","chg2af3","chg3ay2","chg3at2","chg3af2","chg3ay3","chg3at3","chg3af3","RMINSTTP","RMOUSTTP","RMFRGNCP","DVEF13","DVEF14","DVEF15","ENRTOT","EFUG","EFUG1ST","EFUGTRN","EFUGCNT","PCUENRAN","PCUENRAP","PCUENRBK","PCUENRHS","PCUENRWH","PCUENR2M","PCUENRUN","PCUENRNR","PCUENRW","EFUGFT","EFUGPT","PCUENRNH","PCUENRAS","PCUDEEXC","PCUDESOM","PCUDENON","LPBOOKSP","LPMEDIAP","LEBOOKSP","LEDATABP","LEMEDIAP","LSALWAGP","LFRNGBNP","LEXMSBBP","LEXMSCSP","LEXMSOTP","LEXOMTLP","LEXPTOTF","LPSERIAP","LESERIAP","F1CORREV","F3GVGCPC","F1TUFEPC","F1STAPPC","F1LCAPPC","F1GVGCPC","F1PGGCPC","F1INVRPC","F1OTRVPC","F1COREXP","F1INSTPC","F1RSRCPC","F1PBSVPC","F1ACSPPC","F1STSVPC","F1INSUPC","F1OTEXPC","F1SAFBPC","F1EQUITR","F1ENDMFT","F2CORREV","F2TUFEPC","F2GVGCPC","F2PGGCPC","F2INVRPC","F2OTRVPC","F2COREXP","F2INSTPC","F2RSRCPC","F2PBSVPC","F2ACSPPC","F2STSVPC","F2INSUPC","F2OTEXPC","Expr1155","F2ENDMFT","F2EQUITR","F2SAFBPC","F3CORREV","F3TUFEPC","F3SSEAPC","F3OTRVPC","F3TUFEFT","F3SSEAFT","F3OTRVFT","F3COREXP","F3INSTPC","F3OTEXPC","F3EQUITR","F3PGGCPC","F3INVRPC","F3RSRCPC","F3PBSVPC","F3ACSPPC","F3STSVPC","F3INSUPC","F3SAFBPC","F3SWINSP","F3SWRSRP","F3SWPBSP","F3SWACSP","F3SWSTSP","F3SWISPP","F3SWOTEP","F3SWCREP","F1SWCREP","F1SWINSP","F1SWRSRP","F1SWPBSP","F1SWACSP","F1SWSTSP","F1SWISPP","F1SWOTEP","F2SWCREP","F2SWINSP","F2SWRSRP","F2SWPBSP","F2SWACSP","F2SWSTSP","F2SWISPP","F2SWOTEP","SALTOTL","SalProf","SalAssc","SalAsst","SalInst","Sallect","SALNRNK","SFTETOTL","SFTEPSTC","SFTELCAI","CINSON","COTSON","CINSOFF","COTSOFF","TUFEYR2","TUFEYR3","PRCH_EF","IDX_EF","PRCH_F","IDX_F","PRCH_SFA","IDX_SFA"
101028,1,4,1,2,2,40,1,1,1,-2,0,-2,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,1,2,-2,2,-2,2,-2,2,-2,0,2,,3,,2,1,0,1,0,0,1,1,1,1,1,1,1,0,1,3510,744,117,3510,744,117,7020,744,234,4380,3450,930,4254,3510,744,7830,6900,930,7764,7020,744,74,26,0,5,61,34,1528,1528,359,196,869,1,1,39,5,50,3,1,0,60,864,664,0,1,2,20,78,97,2,0,0,0,58,28,4,9,0,0,134,1,0,14064636.00,,18,41,0,39,0,0,1,15179005.00,33,0,0,4,12,16,35,53,32,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,75,,,71,62,35,0,,,,,,,,,54403,,,,,,54403,130,66,9,,,12254,15764,4380,4254,-2,-2,-2,-2,-2,-2
101073,1,2,1,1,2,33,1,0,1,0,0,68,0,0,0,0,0,2,1,0,1,0,1,0,1,1,1,0,0,1,2,-2,2,-2,2,-2,2,-2,25,1,550,1,,2,1,0,0,1,0,1,1,1,1,1,1,1,0,1,9920,400,415,9920,400,415,9920,400,415,10320,9920,400,10320,9920,400,10320,9920,400,10320,9920,400,58,41,0,,,,340,340,139,50,151,0,0,93,0,4,0,0,3,49,305,35,0,0,0,43,57,87,3,8,0,1,65,11,7,10,4,2,654,0,0,,,,,,,,,,,,,,,,,,,,,7311492.00,41,20,38,0,0,8552570.00,42,0,0,6,12,40,0,33,2705,71,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,38,,,40,70,14,,50443,87300,56700,47700,,,,110,34,22,27620,27620,30520,30520,10320,10320,-2,-2,-2,-2,-2,-2
101116,1,3,1,2,2,40,1,0,1,0,0,-2,1,1,0,1,0,1,0,0,1,0,0,0,1,1,1,1,0,2,2,-2,2,-2,2,-2,2,-2,0,2,,3,,2,1,0,0,1,0,1,1,1,1,1,1,1,0,1,17210,96,497,17210,96,497,17210,96,497,16761,16665,96,17306,17210,96,16761,16665,96,17306,17210,96,96,0,0,,,,517,394,24,79,291,0,2,64,2,30,0,2,0,75,238,156,1,1,0,34,66,2,0,68,0,10,56,13,10,17,1,3,257,0,20,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11277124.00,72,0,0,13428,0,0,10677061.00,32,0,28,0,0,0,0,6,26,36,41,59,,,63,31,14,,36,,,,,,,,,,,,,,,,,43982,,,51420,40264,,,66,30,14,,,30616,30616,16761,17306,-2,-2,-2,-2,-2,-2
101143,1,4,1,2,2,40,1,1,1,-2,1,-2,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,0,1,2,-2,2,-2,2,-2,2,-2,0,2,,3,,2,1,0,1,0,0,1,1,1,1,1,1,1,0,1,3510,870,117,3510,870,117,7020,870,234,4320,3450,870,4380,3510,870,7770,6900,870,7890,7020,870,95,3,0,17,60,23,1755,1755,384,154,819,1,2,23,6,65,3,0,0,48,857,898,0,2,14,22,64,92,6,0,0,2,61,24,3,6,1,5,205,0,0,21667707.00,,16,44,0,35,0,0,5,18848495.00,45,0,0,5,13,16,21,50,42,660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,56,,,55,50,38,0,,,,,,,,,58125,,,,,,58125,155,74,18,,,13476,16986,4320,4380,-2,-2,-2,-2,-2,-2
101161,1,4,1,2,2,40,1,1,1,-2,0,-2,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,1,0,1,2,-2,2,-2,2,-2,2,-2,,1,465,1,5800,2,2,0,0,0,0,1,1,1,1,1,1,1,0,1,3510,870,117,3510,870,117,7020,870,234,4320,3450,870,4380,3510,870,7770,6900,870,7890,7020,870,95,4,0,8,68,24,4781,4781,1246,492,2451,2,2,19,3,72,2,0,0,62,2553,2228,0,1,11,40,49,30,1,68,0,0,49,14,10,3,4,20,121,0,0,34385954.00,,28,34,5,32,0,0,1,29264181.00,54,0,0,12,11,14,9,54,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,54,,,39,44,33,0,,,,,,,,,56121,,,,,,56121,219,133,86,13890,17400,13200,16710,4320,4380,-2,-2,-2,-2,-2,-2
101189,1,2,1,2,2,32,1,0,1,0,0,74,1,0,1,1,0,2,1,0,1,0,1,1,1,1,1,1,0,1,1,315,1,334,1,334,2,-2,25,1,654,1,,2,1,0,0,1,0,1,1,1,1,1,1,1,0,1,18320,1810,620,18320,1810,620,18320,1810,620,19280,17500,1780,20130,18320,1810,19280,17500,1780,20130,18320,1810,71,25,4,12,45,43,3319,2583,314,559,1424,1,1,45,2,46,2,1,2,60,1779,804,0,1,19,29,52,22,1,46,0,1,55,0,3,31,5,6,167,0,29,,,,,,,,,,,,,,,,,,,,,39074103.00,90,3,5,-1,3,40056114.00,45,0,0,9,24,23,0,51,4950,53,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,61,,,41,36,31,,52452,71367,70240,42133,34797,18391,61875,363,176,39,33360,33360,34630,34630,19280,20130,-2,-2,-2,-2,-2,-2
101240,1,4,1,1,2,40,1,1,1,-2,1,-2,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,0,1,2,-2,2,-2,2,-2,2,-2,0,1,110,1,3600,2,1,0,1,1,0,1,1,1,1,1,1,1,0,1,3510,570,117,3510,570,117,7020,570,234,3216,2760,456,3264,2808,456,5976,5520,456,6072,5616,456,95,1,2,7,63,30,5109,5109,1238,334,2968,1,1,19,3,71,2,0,2,59,2513,2596,0,1,12,27,60,50,2,48,0,0,70,21,1,2,0,7,184,0,0,49070479.00,,14,44,0,37,0,0,4,48728465.00,49,0,0,8,16,17,9,66,30,782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,60,,54,53,53,42,0,,,,,,,,,55285,,,,,,55285,460,197,36,10688,13496,12181,14989,3216,3264,-2,-2,-2,-2,-2,-2
101286,1,4,1,2,2,40,1,1,1,-2,1,-2,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,0,1,2,-2,2,-2,2,-2,2,-2,0,2,,3,,2,1,0,1,0,0,1,1,1,1,1,1,0,0,1,3510,810,117,3510,810,117,7020,810,234,4260,3450,810,4320,3510,810,7710,6900,810,7830,7020,810,97,3,0,11,57,32,4543,4543,912,338,2654,0,1,27,3,66,2,0,0,66,1983,2560,0,1,5,14,81,96,3,2,0,0,63,11,6,1,14,5,125,0,0,40259483.00,,18,37,0,43,0,0,0,36675718.00,44,0,0,6,10,17,23,61,50,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,67,,,70,60,40,0,,,,,,,,,52639,,,,,,52639,332,161,55,,,10670,14180,4260,4320,-2,-2,-2,-2,-2,-2
101295,1,4,1,2,2,40,1,1,1,-2,1,-2,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,0,1,2,-2,2,-2,2,-2,2,-2,0,1,180,1,,2,1,0,1,0,1,1,1,1,1,1,1,1,0,1,3510,870,117,3510,870,117,7020,870,234,4320,3450,870,4380,3510,870,7770,6900,870,7890,7020,870,97,3,0,7,67,26,5445,5445,1149,385,3323,1,1,6,4,85,1,2,1,62,2703,2742,0,1,12,31,57,24,2,65,0,0,49,12,20,13,1,5,97,0,9,46749838.00,,28,40,0,30,0,0,3,44291916.00,46,0,0,12,13,17,12,47,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,50,,,32,42,33,0,,,,,,,,,53690,,,,,,53690,390,198,34,14540,18050,16340,19850,4320,4380,-2,-2,-2,-2,-2,-2
101301,1,4,1,2,2,40,1,1,1,-2,0,-2,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,0,1,2,-2,2,-2,2,-2,2,-2,0,2,,3,,2,1,0,1,0,0,1,1,1,1,1,1,1,0,1,3510,570,117,3510,570,117,7020,570,234,4020,3450,570,4080,3510,570,7470,6900,570,7590,7020,570,100,0,0,10,61,29,1618,1618,372,109,916,0,0,74,1,22,1,1,1,64,907,711,0,0,25,27,48,79,3,0,0,0,66,24,4,4,1,1,129,0,18,20311871.00,,9,39,0,50,0,0,1,20912788.00,24,0,0,6,16,11,44,55,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,89,,0,78,56,62,0,,,,,,,,,44907,,,,,,44907,177,76,16,,,22555,26065,4020,4080,-2,-2,-2,-2,-2,-2
101365,1,3,1,2,2,40,1,0,1,0,0,-2,1,0,0,0,0,2,1,1,1,0,0,0,1,1,1,1,0,2,2,-2,2,-2,2,-2,2,-2,0,2,,3,,2,1,0,0,1,0,1,1,1,1,1,1,1,0,1,12560,830,550,12560,830,550,12560,830,550,13090,12320,770,13390,12560,830,13090,12320,770,13390,12560,830,95,5,0,,,,499,482,64,102,315,0,0,51,1,34,6,6,0,66,181,301,0,0,30,1,68,0,0,23,0,32,,,,,,,,0,45,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4217235.00,99,0,1,10846,0,165,4492223.00,42,4,-7,0,0,0,0,5,32,16,48,46,,,81,36,32,16,41,,,,,,,,,,,,,,,,,47479,,,49203,44892,,,37,18,11,,,28555,28555,13090,13390,-2,-2,-2,-2,-2,-2
101435,1,2,1,2,2,31,1,0,1,0,0,71,0,0,0,0,0,2,1,0,1,0,1,1,0,1,1,1,0,1,1,171,1,171,1,171,2,-2,0,1,627,1,9100,2,1,1,0,1,0,1,1,1,1,1,1,1,0,1,23237,1190,747,23237,1190,747,23237,1190,747,25050,24000,1050,25800,24400,1400,25050,24000,1050,25800,24400,1400,72,27,0,0,79,21,1148,1148,277,122,741,1,0,21,4,64,4,5,0,49,881,267,0,0,0,0,100,34,2,49,0,0,52,7,10,17,2,12,514,0,15,,,,,,,,,,,,,,,,,,,,,15578430.00,72,1,30,-3,0,18061010.00,38,0,0,8,35,19,0,53,44555,69,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,63,,,63,46,49,,59537,84557,59450,51102,46764,,,216,65,15,36235,36235,34235,34235,25050,25800,-2,-2,-2,-2,-2,-2
101453,1,2,1,2,2,51,1,0,1,0,0,74,1,0,0,0,0,2,1,1,1,0,0,0,1,1,1,1,0,2,2,-2,2,-2,2,-2,2,-2,35,1,38,1,,2,1,0,0,1,0,1,1,1,1,1,1,1,0,1,8952,840,373,8952,840,373,8952,840,373,9792,8952,840,9792,8952,840,9792,8952,840,9792,8952,840,0,50,0,,,,82,50,2,11,37,4,2,14,0,72,4,2,2,6,22,28,0,2,50,20,30,41,0,5,37,0,31,7,31,23,6,2,2407,18,0,,,,,,,,,,,,,,,,,,,,,2911587.00,20,0,78,1,1,2995827.00,17,0,1,4,12,43,22,51,177110,81,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,79,0,0,32,66,47,0,44827,,,,,,44827,27,4,1,17560,17560,24751,24751,9792,9792,-2,-2,-2,-2,-2,-2
101462,1,4,1,1,2,40,1,1,1,-2,0,-2,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,0,2,2,-2,2,-2,2,-2,2,-2,0,2,,3,,2,2,0,0,0,0,1,1,1,1,1,1,0,0,1,3510,840,117,3510,840,117,7020,840,234,4290,3450,840,4350,3510,840,7740,6900,840,7860,7020,840,99,1,0,2,44,53,829,829,177,106,511,1,1,55,2,35,3,1,2,53,455,374,0,1,5,34,61,84,2,13,0,0,54,18,5,23,0,0,341,1,0,10969460.00,,8,44,0,47,0,0,0,11779405.00,29,0,0,8,11,34,18,60,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,74,,,61,65,29,0,,,,,,,,,53931,,,,,,53931,98,46,19,,,15050,18560,4290,4350,-2,-2,-2,-2,-2,-2
101471,1,4,1,2,2,40,5,1,1,-2,0,-2,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,2,2,-2,2,-2,2,-2,2,-2,0,2,,3,,2,2,0,0,0,0,2,0,1,1,1,0,0,0,1,4212,684,117,4212,684,117,4212,684,117,4824,4140,684,4896,4212,684,4824,4140,684,4896,4212,684,100,0,0,0,15,85,446,446,275,13,158,0,0,48,1,51,0,0,0,25,385,61,0,0,0,0,100,99,0,0,0,0,,,,,,,,1,0,12895098.00,,0,60,0,38,0,0,2,13343471.00,53,0,0,12,11,14,9,75,-55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,65,,,64,61,45,0,,,,,,,,,51661,,,,,,51661,120,39,37,,,,,4824,4896,-2,-2,-2,-2,-2,-2
101480,1,1,1,2,2,21,1,0,1,0,0,-2,1,1,1,0,0,2,1,1,1,0,1,0,1,1,1,1,1,1,1,126,1,126,1,126,1,126,35,1,1780,2,,2,1,0,0,1,0,1,1,1,1,1,1,0,0,2,9000,300,300,9000,300,300,18000,300,600,7500,7200,300,7500,7200,300,14700,14400,300,14700,14400,300,79,21,0,10,73,17,8514,7561,1320,623,4771,1,1,18,1,72,0,5,2,57,5480,2081,0,1,14,0,86,59,1,4,0,17,49,0,12,21,1,17,425,7,13,108950313.00,,41,34,0,21,0,1,3,112041212.00,46,3,2,7,16,15,11,55,10,1685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,56,22,34,50,34,39,0,,,,,,,,,62233,78591,64306,56863,48461,,,961,368,26,21132,28332,25808,33008,7500,7500,-2,-2,-2,-2,-2,-2
101499,1,4,1,2,2,40,1,1,1,-2,1,-2,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,1,0,1,2,-2,2,-2,2,-2,2,-2,0,1,128,3,,2,1,0,1,0,0,1,1,1,1,1,1,1,0,1,3510,578,117,3510,578,117,7020,578,234,4028,3450,578,4088,3510,578,7478,6900,578,7598,7020,578,87,11,0,2,59,39,1000,1000,316,87,552,2,2,30,1,58,2,5,0,56,548,452,0,2,5,30,66,88,12,0,0,0,67,22,4,4,1,3,329,0,0,10687700.00,,10,56,0,33,1,0,1,10279728.00,47,0,0,10,18,15,11,58,42,341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,59,,,47,52,45,0,,,,,,,,,53052,,,,,,53052,97,46,15,13288,16798,13688,17198,4028,4088,-2,-2,-2,-2,-2,-2
101505,1,4,1,2,2,40,1,1,1,-2,1,-2,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1,1,0,1,2,-2,2,-2,2,-2,2,-2,0,2,,3,,2,2,0,0,0,0,1,1,1,1,1,1,0,0,1,3510,930,117,3510,930,117,7020,930,234,4380,3450,930,4440,3510,930,7830,6900,930,7950,7020,930,93,1,1,13,58,29,8938,8938,1696,947,4613,0,2,21,4,66,3,1,2,61,2799,6139,0,2,16,21,63,15,0,85,0,0,54,18,1,22,4,0,135,0,0,63628267.00,,27,32,0,22,1,0,18,48831263.00,57,0,0,2,14,18,9,64,39,224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,57,,80,45,50,40,0,,,,,,,,,57145,,,,,,57145,496,250,55,,,24032,27542,4380,4440,-2,-2,-2,-2,-2,-2
101514,1,4,1,2,2,40,1,1,1,-2,1,-2,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,0,1,2,-2,2,-2,2,-2,2,-2,0,2,,3,,2,1,0,1,1,0,1,1,1,1,1,1,1,0,1,3510,950,117,3510,950,117,7020,950,234,4320,3450,870,4460,3510,950,7770,6900,870,7970,7020,950,97,2,0,7,59,33,9900,9900,1969,635,5810,1,3,17,5,68,4,1,1,53,3562,6338,0,3,17,25,58,50,0,50,0,0,55,19,5,3,5,13,91,0,0,66156753.00,,34,37,0,27,0,0,1,63619279.00,49,0,0,8,10,18,16,51,53,1365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,54,,,39,47,35,0,,,,,,,,,56924,,,,,,56924,521,254,32,,,13660,17170,4320,4460,-2,-2,-2,-2,-2,-2
101541,1,2,1,2,2,31,1,0,1,0,0,54,0,0,0,0,0,2,1,1,1,0,1,1,1,1,1,1,0,1,2,-2,2,-2,2,-2,2,-2,43,1,248,1,,2,1,0,1,1,0,1,1,1,1,1,1,1,0,1,16248,1128,550,16248,1128,550,16248,1128,550,16868,15774,1094,17376,16248,1128,16868,15774,1094,17376,16248,1128,59,11,0,,,,327,327,131,35,161,0,2,19,1,71,1,6,0,98,241,86,0,2,0,27,73,11,1,64,0,15,55,0,8,15,1,21,729,0,9,,,,,,,,,,,,,,,,,,,,,5653190.00,38,0,66,-5,0,7675112.00,44,0,1,10,17,18,9,53,46442,47,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,65,,44,49,53,54,0,50993,60848,52010,49581,,,,109,43,17,31404,31404,30158,30158,16868,17376,-2,-2,-2,-2,-2,-2
101569,1,4,1,1,2,40,1,1,1,-2,0,-2,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,0,1,2,-2,2,-2,2,-2,2,-2,0,1,120,1,,2,1,0,1,1,0,1,1,1,1,1,1,0,0,1,3510,870,117,3510,870,117,7020,870,234,4320,3450,870,4380,3510,870,7770,6900,870,7890,7020,870,97,2,0,3,63,33,3128,3128,836,343,1752,0,1,81,2,16,1,0,0,57,1695,1433,0,1,7,16,77,48,2,49,0,0,63,21,10,2,0,4,259,0,0,39279799.00,,9,34,0,51,0,0,5,36156732.00,40,0,0,5,10,17,28,52,39,235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,63,,,66,63,37,0,,,,,,,,,53693,,,,,,53693,292,126,20,13740,17250,19347,22857,4320,4380,-2,-2,-2,-2,-2,-2
101587,1,1,1,2,2,21,1,0,1,0,0,-2,1,1,0,0,0,2,1,1,1,0,1,1,1,1,1,1,1,1,1,146,1,146,1,146,1,146,40,1,851,1,,2,1,0,1,1,0,1,1,1,1,1,1,1,0,1,7286,1590,310,7286,1590,310,14572,1590,620,8734,7144,1590,8876,7286,1590,15878,14288,1590,16162,14572,1590,92,7,0,,,,3986,1978,377,257,1340,0,0,41,2,45,2,4,6,55,1722,256,0,0,10,8,82,53,1,1,0,0,63,0,5,28,1,3,218,14,32,50805818.00,,48,28,0,17,3,0,4,54710417.00,46,1,1,8,16,12,15,47,-5,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,32,29,0,35,31,44,27,,,,,,,,,57162,74485,66116,54411,42698,32515,28530,489,167,16,20204,27490,20204,27490,8734,8876,-2,-2,-2,-2,-2,-2
101602,1,4,1,2,2,40,1,1,1,-2,1,-2,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,0,1,2,-2,2,-2,2,-2,2,-2,0,2,,3,,2,1,0,0,1,0,1,1,1,1,1,1,1,0,1,3510,870,117,3510,870,117,7020,870,234,4320,3450,870,4380,3510,870,7770,6900,870,7890,7020,870,95,4,1,12,69,19,1742,1742,453,124,842,1,0,22,2,73,2,0,0,57,1035,707,0,0,3,43,54,34,2,39,0,24,61,22,6,9,2,0,217,0,0,16174560.00,,15,42,1,39,1,0,1,16168146.00,49,0,0,11,14,16,10,62,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,58,,,50,50,42,0,,,,,,,,,49087,,,,,,49087,152,73,7,,,18647,22157,4320,4380,-2,-2,-2,-2,-2,-2
101648,1,4,1,2,2,40,1,0,1,-2,0,-2,0,0,0,0,0,2,1,0,1,0,1,0,1,1,0,0,0,1,2,-2,2,-2,2,-2,2,-2,30,1,500,1,4950,1,2,0,0,0,0,2,1,1,1,1,1,1,0,1,6000,3418,200,6000,3418,200,12000,3418,400,8778,6000,2778,9418,6000,3418,14778,12000,2778,15418,12000,3418,33,65,0,0,99,0,425,425,275,17,130,1,5,19,11,59,5,1,0,22,421,4,0,5,0,0,100,93,4,0,0,0,60,33,3,2,0,3,377,3,0,9684098.00,,14,71,0,9,5,0,1,10791805.00,23,0,0,10,38,28,0,51,54,6777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,52,,,43,45,33,0,,,,,,,,,54662,,,,,,54662,115,22,21,18568,24568,,,8778,9418,-2,-2,-2,-2,-2,-2
101675,1,2,1,1,2,32,1,0,1,0,0,55,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,1,0,1,1,161,1,161,1,161,1,161,0,1,910,1,,2,1,0,0,1,0,2,1,1,1,1,1,1,0,1,10632,972,488,10632,972,488,10632,972,488,11604,10632,972,11604,10632,972,11604,10632,972,11604,10632,972,57,42,0,,,,1820,1820,429,146,1245,0,0,96,1,2,1,0,0,50,1771,49,0,0,0,0,100,26,1,68,0,0,80,10,0,5,0,5,167,5,0,,,,,,,,,,,,,,,,,,,,,24705656.00,39,48,9,1,2,26844925.00,31,0,1,9,30,30,0,54,10284,59,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,73,,57,61,43,28,,41141,48612,46909,42086,38163,,,270,91,7,22614,22614,26082,26082,11604,11604,-2,-2,-2,-2,-2,-2
101693,1,2,1,2,2,21,1,0,1,0,0,75,1,0,0,0,0,2,1,0,1,0,1,0,1,1,1,1,0,1,2,-2,1,334,1,334,1,334,25,1,736,2,,2,1,0,0,1,0,1,1,1,1,1,1,1,0,1,20200,1200,720,20200,1200,720,20200,1200,720,20470,19470,1000,21400,20200,1200,20470,19470,1000,21400,20200,1200,75,23,2,,,,1480,1376,224,118,1025,1,1,19,2,54,3,16,4,63,1241,135,0,1,11,35,54,17,0,43,0,0,55,0,10,29,0,7,314,0,39,,,,,,,,,,,,,,,,,,,,,20420723.00,70,0,30,-2,2,20023246.00,48,0,0,4,13,34,0,46,13822,46,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,57,,,40,43,34,,46037,58211,44704,41766,36517,,,226,99,5,37348,37348,37348,37348,20470,21400,-2,-2,-2,-2,-2,-2
101709,1,1,1,2,2,21,1,0,1,0,0,-2,1,1,0,0,0,2,1,0,1,0,0,1,0,1,1,1,0,1,2,-2,1,157,1,157,1,157,30,1,1340,2,,2,1,0,0,1,0,1,1,1,1,1,1,1,0,2,11370,670,379,11370,670,379,23640,670,788,11410,10740,670,12040,11370,670,22780,22110,670,24310,23640,670,86,13,0,1,89,10,2798,2409,477,155,1767,0,1,15,4,71,3,4,1,68,2178,231,0,1,0,7,93,52,1,5,0,22,52,12,6,22,1,7,415,0,20,57499280.00,,39,31,0,24,0,0,6,61084905.00,45,0,1,13,19,17,6,54,25,7434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,50,38,51,39,49,27,0,,,,,,,,,67604,80436,70832,58371,53718,,,518,172,27,25220,37490,25220,37490,11410,12040,-2,-2,-2,-2,-2,-2
101736,1,4,1,2,2,40,1,1,1,-2,0,-2,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,1,2,2,-2,2,-2,2,-2,2,-2,0,2,,3,,2,1,0,1,0,0,1,1,1,1,1,1,1,0,1,3510,841,117,3510,841,117,7020,841,234,4291,3450,841,4351,3510,841,7741,6900,841,7861,7020,841,97,1,0,15,62,22,3752,3752,988,116,1890,1,0,11,4,81,0,2,1,57,1576,2176,0,0,6,19,75,59,4,37,0,0,67,22,1,0,4,6,165,0,0,30630592.00,,19,38,0,40,0,0,2,29667145.00,44,0,5,10,14,12,15,57,37,292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,57,,51,44,52,34,0,,,,,,,,,51639,,,,,,51639,290,104,59,,,16886,20396,4291,4351,-2,-2,-2,-2,-2,-2
