UNITID,EFFT,EFLEVEL
166805,32,30
166805,10,31
166823,3033,30
166823,1048,31
166850,3295,30
166850,1004,31
166869,173,30
166887,2970,30
166887,930,31
166911,356,30
166911,91,31
166939,2156,30
166939,569,31
166948,1294,30
166948,353,31
166957,1427,30
166957,535,31
167039,19,30
167039,5,31
167057,381,30
167057,121,31
167224,62,30
167224,27,31
167251,675,30
167251,223,31
167260,1159,30
167260,351,31
167288,1256,30
167288,325,31
167297,158,30
167297,25,31
167312,2106,30
167312,647,31
167321,82,30
167358,13345,30
167358,2676,31
167376,2056,30
167376,712,31
167394,953,30
167394,163,31
167455,280,30
167455,93,31
167525,1927,30
167525,459,31
167534,2803,30
167534,895,31
167598,964,30
167598,248,31
167631,595,30
167631,77,31
167677,28,30
167729,5828,30
167729,1130,31
167738,166,30
167738,44,31
167783,1593,30
167783,454,31
167792,357,30
167792,145,31
167835,2493,30
167835,654,31
167871,75,30
167871,44,31
167899,2082,30
167899,541,31
167905,2327,30
167905,690,31
167987,5953,30
167987,1358,31
167996,2455,30
167996,732,31
168005,4899,30
168005,1179,31
168032,20,30
168032,12,31
168148,5414,30
168148,1336,31
168218,2336,30
168218,591,31
168227,3916,30
168227,962,31
168254,2580,30
168254,722,31
168263,4956,30
168263,1065,31
168281,1635,30
168281,528,31
168290,713,30
168290,157,31
168342,2044,30
168342,553,31
168421,4214,30
168421,1120,31
168430,4021,30
168430,782,31
168528,1604,30
168528,490,31
168546,1384,30
168546,402,31
168555,31,30
168555,27,31
168573,468,30
168573,172,31
168591,1383,30
168591,447,31
168607,708,30
168607,308,31
168740,1356,30
168740,296,31
168786,1416,30
168786,296,31
168847,8411,30
168847,1630,31
168883,690,30
168883,270,31
168892,22,30
168892,11,31
169071,14,30
169071,1,31
169080,3589,30
169080,904,31
169187,72,30
169187,12,31
169248,17077,30
169248,3475,31
169275,2114,30
169275,657,31
169284,185,30
169284,80,31
169327,256,30
169327,53,31
169363,727,30
169363,199,31
169442,1135,30
169442,256,31
169479,2512,30
169479,552,31
169503,197,30
169503,26,31
169521,3100,30
169521,990,31
169576,44,30
169576,1,31
169655,672,30
169655,213,31
169716,2160,30
169716,521,31
169734,374,30
169734,82,31
169761,116,30
169761,37,31
169798,12714,30
169798,2784,31
169813,25,30
169813,16,31
169910,8764,30
169910,1799,31
169947,38,30
169947,14,31
169974,329,30
169974,142,31
169983,1766,30
169983,363,31
169992,533,30
169992,218,31
170000,945,30
170000,129,31
170037,1363,30
170037,272,31
170055,4284,30
170055,1498,31
170082,19666,30
170082,4285,31
170091,107,30
170091,25,31
170240,4291,30
170240,1436,31
170286,1438,30
170286,364,31
170301,3020,30
170301,722,31
170444,2130,30
170444,702,31
170532,1414,30
170532,347,31
170541,2589,30
170541,783,31
170550,1160,30
170550,233,31
170587,467,30
170587,88,31
170611,115,30
170611,41,31
170620,1057,30
170620,434,31
170639,1811,30
170639,384,31
170657,4928,30
170657,1458,31
170675,1711,30
170675,366,31
170736,23,30
170736,13,31
170790,5158,30
170790,1472,31
170806,1340,30
170806,212,31
170842,367,30
170842,59,31
170967,761,30
170967,176,31
170976,27833,30
170976,6675,31
171012,32,30
171012,8,31
171100,35280,30
171100,8005,31
171128,5440,30
171128,1379,31
171137,4912,30
171137,1041,31
171146,3819,30
171146,605,31
171155,1129,30
171155,664,31
171225,652,30
171225,282,31
171234,468,30
171234,140,31
171261,61,30
171261,15,31
171304,1281,30
171304,466,31
171322,577,30
171322,50,31
171395,768,30
171395,251,31
171456,6254,30
171456,1335,31
171465,32,30
171465,11,31
171483,1510,30
171483,420,31
171492,1947,30
171492,322,31
171535,2704,30
171535,618,31
171571,12917,30
171571,2540,31
171599,950,30
171599,350,31
171775,33,30
171775,12,31
171881,168,30
171881,34,31
171988,120,30
171988,52,31
171997,188,30
171997,65,31
172015,167,30
172015,48,31
172033,50,30
172033,4,31
172051,6750,30
172051,1346,31
172200,3044,30
172200,898,31
172264,1326,30
172264,293,31
172291,1167,30
172291,402,31
172307,1047,30
172307,482,31
172325,,30
172325,,31
172334,1559,30
172334,305,31
172422,224,30
172422,109,31
172440,440,30
172440,152,31
172495,198,30
172495,33,31
172608,73,30
172617,2939,30
172617,675,31
172635,2458,30
172635,713,31
172644,11953,30
172644,2398,31
172671,293,30
172671,117,31
172680,43,30
172680,7,31
172699,14999,30
172699,2891,31
172802,24,30
172802,12,31
172866,46,30
172866,1,31
172918,1167,30
172918,455,31
172927,38,30
172927,7,31
172954,817,30
172954,166,31
172963,2478,30
172963,713,31
173045,2062,30
173045,474,31
173063,1074,30
173063,379,31
173115,306,30
173115,84,31
173124,3400,30
173124,795,31
173142,504,30
173142,138,31
173160,2377,30
173160,557,31
173203,1189,30
173203,453,31
173258,2045,30
173258,567,31
173300,2021,30
173300,545,31
173328,1334,30
173328,244,31
173416,1264,30
173416,331,31
173452,717,30
173452,196,31
173461,1611,30
173461,404,31
173470,18,30
173470,2,31
173489,72,30
173489,5,31
173559,2349,30
173559,716,31
173638,1019,30
173638,273,31
173647,2219,30
173647,541,31
173665,2079,30
173665,547,31
173708,1828,30
173708,306,31
173726,21,30
173726,1,31
173735,683,30
173735,188,31
173744,451,30
173744,107,31
173799,1597,30
173799,431,31
173805,629,30
173805,252,31
173887,227,30
173902,2096,30
173902,506,31
173911,1405,30
173911,424,31
173920,10870,30
173920,2424,31
173966,198,30
173984,242,30
173984,22,31
173993,561,30
173993,130,31
174020,2817,30
174020,80,31
174066,28783,30
174066,5860,31
174075,1143,30
174075,201,31
174118,231,30
174118,131,31
174127,679,30
174127,163,31
174136,2503,30
174136,523,31
174154,166,30
174154,31,31
174190,136,30
174190,26,31
174233,8620,30
174233,2123,31
174251,1618,30
174251,375,31
174321,94,30
174321,45,31
174358,4235,30
174358,856,31
174376,1715,30
174376,385,31
174385,10,30
174385,1,31
174394,4,30
174428,3397,30
174428,925,31
174437,869,30
174437,218,31
174473,1251,30
174473,393,31
174491,1613,30
174491,407,31
174507,34,30
174507,2,31
174525,100,30
174525,19,31
174570,287,30
174570,55,31
174604,163,30
174604,57,31
174738,2227,30
174738,733,31
174747,1939,30
174747,503,31
174756,2088,30
174756,577,31
174783,8506,30
174783,1737,31
174792,1737,30
174792,461,31
174817,1151,30
174817,283,31
174844,2983,30
174844,824,31
174862,700,30
174862,151,31
174899,2249,30
174899,448,31
174914,5774,30
174914,1348,31
174978,85,30
174978,39,31
175005,2033,30
175005,420,31
175014,1885,30
175014,166,31
175041,2421,30
175041,686,31
175078,1851,30
175078,481,31
175120,312,30
175120,164,31
175157,408,30
175157,177,31
175227,1062,30
175227,220,31
175236,1835,30
175236,559,31
175263,769,30
175263,174,31
175272,6620,30
175272,1563,31
175315,3355,30
175315,754,31
175342,2589,30
175342,525,31
175421,1323,30
175421,226,31
175430,495,30
175430,109,31
175494,52,30
175494,18,31
175519,1569,30
175519,505,31
175528,240,30
175528,28,31
175573,2196,30
175573,702,31
175607,29,30
175607,3,31
175616,2249,30
175616,343,31
175643,1731,30
175643,708,31
175652,2513,30
175652,833,31
175698,20,30
175698,15,31
175722,23,30
175722,1,31
175786,7011,30
175786,2276,31
175810,3686,30
175810,1131,31
175829,3611,30
175829,1061,31
175856,6504,30
175856,1281,31
175883,3652,30
175883,1201,31
175935,2474,30
175935,590,31
175980,787,30
175980,252,31
176008,1750,30
176008,532,31
176017,17641,30
176017,3895,31
176035,2114,30
176035,289,31
176044,1731,30
176044,390,31
176053,2715,30
176053,570,31
176062,54,30
176062,12,31
176071,5958,30
176071,1673,31
176080,16134,30
176080,3619,31
176169,2772,30
176169,1132,31
176178,5523,30
176178,1977,31
176239,2952,30
176239,899,31
176318,872,30
176318,320,31
176336,19,30
176336,5,31
176354,1566,30
176354,605,31
176372,10242,30
176372,1553,31
176390,150,30
176390,16,31
176406,811,30
176406,201,31
176479,1630,30
176479,179,31
176628,1094,30
176628,203,31
176664,285,30
176664,81,31
176716,66,30
176716,8,31
176770,330,30
176770,5,31
176789,132,30
176789,26,31
176798,136,30
176798,24,31
176910,201,30
176910,53,31
176947,1064,30
176947,263,31
176965,7758,30
176965,1578,31
176983,52,30
176983,46,31
177038,48,30
177038,2,31
177056,36,30
177056,8,31
177065,6341,30
177065,447,31
177083,87,30
177083,11,31
177117,283,30
177117,94,31
177135,2128,30
177135,855,31
177144,944,30
177144,269,31
177214,2349,30
177214,426,31
177250,1349,30
177250,525,31
177287,110,30
177287,35,31
177302,516,30
177302,264,31
177339,1471,30
177339,387,31
177418,819,30
177418,140,31
177436,35,30
177436,2,31
177472,5723,30
177472,1824,31
177542,726,30
177542,150,31
177551,1157,30
177551,340,31
177579,328,30
177579,93,31
177588,18,30
177588,1,31
177603,26,30
177603,5,31
177676,2181,30
177676,869,31
177685,87,30
177685,44,31
177719,547,30
177746,625,30
177746,163,31
177816,50,30
177816,6,31
177870,14,30
177870,11,31
177931,31,30
177931,11,31
177940,1826,30
177940,452,31
177968,6755,30
177968,989,31
177977,1029,30
177977,477,31
177986,51,30
177995,6421,30
177995,2256,31
178059,2147,30
178059,554,31
178077,81,30
178077,13,31
178110,53,30
178110,7,31
178183,243,30
178183,11,31
178208,210,30
178208,23,31
178217,2476,30
178217,636,31
178244,1433,30
178244,280,31
178262,35,30
178262,24,31
178314,6,30
178314,1,31
178341,4371,30
178341,998,31
178369,1327,30
178369,448,31
178387,3404,30
178387,785,31
178396,24060,30
178396,4672,31
178402,6528,30
178402,1195,31
178411,6201,30
178411,1466,31
178420,5249,30
178420,415,31
178448,2243,30
178448,889,31
178466,117,30
178466,16,31
178484,85,30
178484,37,31
178527,11,30
178527,3,31
178615,5124,30
178615,1258,31
178624,4881,30
178624,1336,31
178679,480,30
178679,115,31
178697,1499,30
178697,384,31
178721,3929,30
178721,168,31
178767,109,30
178767,5,31
178828,64,30
178828,63,31
178891,1198,30
178891,341,31
178989,227,30
179043,1403,30
179043,402,31
179052,118,30
179052,35,31
179070,47,30
179070,1,31
179159,6671,30
179159,1556,31
179195,35,30
179195,3,31
179229,26,30
179229,4,31
179238,48,30
179238,16,31
179256,93,30
179256,14,31
179265,528,30
179265,120,31
179308,7023,30
179308,2293,31
179326,1821,30
179326,426,31
179344,923,30
179344,382,31
179450,368,30
179511,145,30
179511,32,31
179539,2450,30
179539,971,31
179548,607,30
179548,160,31
179557,7721,30
179557,1748,31
179566,15008,30
179566,3158,31
179645,1929,30
179645,712,31
179715,691,30
179715,324,31
179867,6863,30
179867,1766,31
179894,2283,30
179894,439,31
179919,252,30
179919,146,31
179946,858,30
179946,222,31
179955,977,30
179955,241,31
179964,834,30
179964,198,31
179991,35,30
179991,24,31
180054,356,30
180054,63,31
180063,44,30
180063,20,31
180081,403,30
180081,136,31
180090,71,30
180090,13,31
180106,1317,30
180106,338,31
180151,166,30
180151,66,31
180160,90,30
180160,4,31
180179,2470,30
180179,579,31
180197,971,30
180197,269,31
180203,114,30
180203,28,31
180212,208,30
180212,45,31
180249,647,30
180249,153,31
180258,484,30
180258,93,31
180276,536,30
180276,172,31
180328,159,30
180328,55,31
180373,288,30
180373,131,31
180416,1672,30
180416,205,31
180461,12157,30
180461,2929,31
180489,7789,30
180489,1491,31
180522,892,30
180522,226,31
180595,857,30
180595,216,31
180647,680,30
180647,129,31
180692,1230,30
180692,327,31
180771,20,30
180771,17,31
180814,4681,30
180814,27,31
180832,360,30
180832,29,31
180878,301,30
180878,50,31
180902,1995,30
180902,600,31
180948,1709,30
180948,382,31
180957,92,30
180957,13,31
180984,1205,30
180984,323,31
181002,3970,30
181002,1033,31
181020,1038,30
181020,303,31
181093,239,30
181093,35,31
181127,1102,30
181127,273,31
181145,18,30
181190,266,30
181190,45,31
181215,4217,30
181215,996,31
181242,161,30
181242,,31
181297,485,30
181297,43,31
181303,2526,30
181303,1057,31
181312,776,30
181312,371,31
181330,1168,30
181330,341,31
181376,111,30
181376,22,31
181394,9820,30
181394,1997,31
181400,239,30
181400,3,31
181419,40,30
181419,19,31
181428,702,30
181446,1569,30
181446,420,31
181464,19381,30
181464,4833,31
181491,2104,30
181491,866,31
181534,1191,30
181534,257,31
181543,23,30
181543,6,31
181604,717,30
181604,103,31
181640,3612,30
181640,977,31
181738,698,30
181738,155,31
181765,245,30
181765,109,31
181783,2453,30
181783,578,31
181817,760,30
181817,312,31
181853,372,30
181853,97,31
181880,222,30
181880,70,31
181941,467,30
181941,108,31
182005,8693,30
182005,2058,31
182111,566,30
182111,130,31
182148,175,30
182148,9,31
182281,18237,30
182281,3756,31
182290,15390,30
182290,3516,31
182306,831,30
182306,232,31
182458,464,30
182458,93,31
182500,2587,30
182500,714,31
182564,1168,30
182564,338,31
182634,1013,30
182634,252,31
182652,37,30
182652,15,31
182670,4230,30
182670,1116,31
182704,67,30
182704,19,31
182722,103,30
182722,17,31
182795,1580,30
182795,635,31
182892,35,30
182892,24,31
182917,83,30
182917,24,31
182953,99,30
182953,28,31
182980,1741,30
182980,341,31
182999,31,30
182999,25,31
183026,21774,30
183026,2141,31
183035,35,30
183035,23,31
183044,12415,30
183044,2881,31
183062,3990,30
183062,1047,31
183071,591,30
183071,68,31
183080,3924,30
183080,1137,31
183099,1726,30
183099,726,31
183105,296,30
183105,138,31
183114,227,30
183114,55,31
183123,398,30
183123,189,31
183132,761,30
183132,262,31
183141,631,30
183141,242,31
183150,597,30
183150,225,31
183202,41,30
183202,14,31
183211,839,30
183211,286,31
183239,1874,30
183239,517,31
183248,78,30
183257,929,30
183257,48,31
183275,92,30
183275,22,31
183488,191,30
183488,45,31
183600,19,30
183600,6,31
183655,2462,30
183655,842,31
183725,438,30
183725,128,31
183743,7927,30
183743,2679,31
183789,2788,30
183789,571,31
183804,2658,30
183822,1768,30
183822,503,31
183859,6005,30
183859,1973,31
183877,4063,30
183877,1566,31
183910,1445,30
183910,404,31
183938,5088,30
183938,1492,31
183974,1232,30
183974,237,31
183983,60,30
183983,41,31
184047,34,30
184047,16,31
184056,254,30
184056,63,31
184092,720,30
184092,99,31
184180,3656,30
184180,1097,31
184205,1727,30
184205,657,31
184278,30,30
184278,27,31
184348,1382,30
184348,350,31
184427,268,30
184427,99,31
184481,4748,30
184481,1457,31
184506,54,30
184506,27,31
184603,2329,30
184603,480,31
184612,1432,30
184612,316,31
184694,2395,30
184694,586,31
184746,118,30
184746,104,31
184773,1319,30
184773,221,31
184782,12728,30
184782,2396,31
184791,3942,30
184791,1951,31
184816,61,30
184816,35,31
184870,244,30
184870,77,31
184959,368,30
184959,31,31
184968,69,30
184968,2,31
184995,5135,30
184995,1614,31
185129,5112,30
185129,955,31
185174,89,30
185174,36,31
185262,9185,30
185262,1494,31
185332,253,30
185332,92,31
185396,923,30
185396,369,31
185466,190,30
185466,172,31
185509,2658,30
185509,938,31
185536,5258,30
185536,1843,31
185572,4484,30
185572,1089,31
185590,14857,30
185590,2977,31
185651,8,30
185651,1,31
185679,34,30
185679,4,31
185721,250,30
185721,67,31
185767,198,30
185767,24,31
185828,6152,30
185828,1052,31
185873,4591,30
185873,1728,31
185970,115,30
185970,20,31
186016,220,30
186016,34,31
186034,3056,30
186034,652,31
186052,451,30
186052,128,31
186131,5236,30
186131,1305,31
186186,191,30
186186,40,31
186201,4965,30
186201,944,31
186274,82,30
186274,5,31
186283,3632,30
186283,870,31
186335,23,30
186335,19,31
186371,4052,30
186371,654,31
186380,33939,30
186380,6459,31
186399,6666,30
186399,1337,31
186405,16,30
186423,67,30
186432,2383,30
186432,626,31
186469,529,30
186469,166,31
186584,5484,30
186584,1240,31
186593,103,30
186593,23,31
186618,570,30
186618,167,31
186645,3287,30
186645,1293,31
186867,3108,30
186867,737,31
186876,7412,30
186876,1187,31
186900,58,30
186900,10,31
187000,202,30
187000,79,31
187046,48,30
187134,6419,30
187134,1454,31
187198,4383,30
187198,1362,31
187444,7490,30
187444,1372,31
187505,916,30
187505,288,31
187532,6934,30
187532,2353,31
187596,1026,30
187596,227,31
187602,44,30
187602,12,31
187620,3482,30
187620,1162,31
187639,715,30
187639,277,31
187648,2569,30
187648,623,31
187666,852,30
187666,377,31
187745,241,30
187745,47,31
187897,1462,30
187897,312,31
187903,744,30
187903,298,31
187912,422,30
187912,255,31
187958,1094,30
187958,309,31
187967,1388,30
187967,301,31
187976,208,30
187976,84,31
187985,15732,30
187985,3365,31
187994,419,30
187994,123,31
188003,414,30
188003,142,31
188021,172,30
188021,51,31
188030,9825,30
188030,1826,31
188049,688,30
188049,223,31
188058,587,30
188058,134,31
188100,2693,30
188100,652,31
188137,1206,30
188137,337,31
188146,790,30
188146,209,31
188182,416,30
188182,96,31
188216,310,30
188216,97,31
188225,400,30
188225,104,31
188261,180,30
188261,55,31
188289,74,30
188289,24,31
188304,1292,30
188304,264,31
188340,1275,30
188340,261,31
188429,4737,30
188429,1215,31
188438,2139,30
188438,803,31
188517,285,30
188517,33,31
188526,895,30
188526,153,31
188641,1700,30
188641,417,31
188650,349,30
188650,99,31
188669,115,30
188669,40,31
188678,310,30
188678,113,31
188687,82,30
188687,16,31
188696,207,30
188696,93,31
188854,1565,30
188854,598,31
188890,808,30
188890,801,31
188915,53,30
188915,2,31
188942,150,30
188942,48,31
188988,101,30
188988,30,31
189088,1867,30
189088,506,31
189097,2458,30
189097,592,31
189219,237,30
189219,175,31
189228,3392,30
189228,447,31
189264,6,30
189264,1,31
189273,36,30
189273,11,31
189282,39,30
189282,1,31
189404,18,30
189404,5,31
189413,899,30
189413,133,31
189422,443,30
189422,113,31
189459,389,30
189468,77,30
189468,28,31
189477,67,30
189477,55,31
189547,4117,30
189547,1707,31
189556,181,30
189556,14,31
189565,188,30
189565,24,31
189574,357,30
189574,93,31
189583,285,30
189583,59,31
189592,188,30
189592,22,31
189705,2450,30
189705,597,31
189714,156,30
189714,14,31
189811,550,30
189811,13,31
189839,1596,30
189839,486,31
189848,858,30
189848,199,31
189857,406,30
189857,28,31
189954,33,30
189954,13,31
189990,120,30
189990,16,31
190008,64,30
190008,12,31
190044,3164,30
190044,797,31
190053,725,30
190053,271,31
190071,13,30
190099,2864,30
190099,766,31
190114,621,30
190114,74,31
190150,7552,30
190150,1553,31
190169,672,30
190169,269,31
190239,81,30
190239,39,31
190248,813,30
190248,139,31
190293,62,30
190293,10,31
190309,19,30
190309,3,31
190318,192,30
190318,17,31
190372,851,30
190372,224,31
190415,14461,30
190415,3314,31
190442,1637,30
190442,644,31
190451,65,30
190451,14,31
190503,2774,30
190503,512,31
190512,11238,30
190512,1400,31
190521,18144,30
190521,5805,31
190530,6963,30
190530,1751,31
190549,10118,30
190549,1320,31
190558,9568,30
190558,2476,31
190567,9965,30
190567,1805,31
190576,352,30
190585,4045,30
190585,913,31
190594,12164,30
190594,2193,31
190600,9828,30
190600,1507,31
190619,8698,30
190619,2019,31
190628,10523,30
190628,2654,31
190637,6575,30
190637,672,31
190646,4664,30
190646,1101,31
190655,10785,30
190655,3108,31
190664,11654,30
190664,1453,31
190673,9075,30
190673,2998,31
190691,4997,30
190691,936,31
190707,11,30
190707,4,31
190716,1333,30
190716,239,31
190725,1621,30
190725,392,31
190752,34,30
190752,10,31
190761,1330,30
190761,253,31
190840,3980,30
190840,1586,31
190956,39,30
190956,1,31
190974,190,30
190974,8,31
190983,974,30
190983,207,31
191083,7383,30
191083,2131,31
191126,7355,30
191126,1248,31
191199,2540,30
191199,952,31
191205,623,30
191205,147,31
191241,8725,30
191241,2189,31
191287,237,30
191287,65,31
191302,1345,30
191302,554,31
191311,213,30
191311,77,31
191339,2313,30
191339,823,31
191409,21,30
191409,15,31
191515,1866,30
191515,472,31
191533,1362,30
191533,402,31
191597,161,30
191612,1677,30
191612,644,31
191621,740,30
191621,147,31
191630,2232,30
191630,581,31
191649,6462,30
191649,1646,31
191676,998,30
191676,271,31
191719,5625,30
191719,2067,31
191728,684,30
191728,357,31
191834,268,30
191834,136,31
191931,3066,30
191931,935,31
191940,72,30
191959,106,30
191959,47,31
191968,6099,30
191968,1632,31
191986,2033,30
191986,754,31
192004,305,30
192004,99,31
192022,2045,30
192022,761,31
192040,156,30
192040,43,31
192110,498,30
192110,113,31
192165,155,30
192165,38,31
192192,1348,30
192192,365,31
192271,1400,30
192271,255,31
192323,2531,30
192323,630,31
192439,3749,30
192439,698,31
192448,2838,30
192448,532,31
192484,90,30
192484,12,31
192509,504,30
192509,173,31
192563,2,30
192624,150,30
192624,27,31
192688,465,30
192688,173,31
192703,3444,30
192703,814,31
192712,456,30
192712,131,31
192749,1700,30
192749,484,31
192785,194,30
192785,28,31
192800,27,30
192819,4964,30
192819,1225,31
192864,1824,30
192864,535,31
192925,1184,30
192925,335,31
192961,9,30
192961,2,31
192970,12,30
193016,5143,30
193016,913,31
193052,281,30
193052,5,31
193061,34,30
193061,8,31
193070,56,30
193070,19,31
193122,35,30
193122,27,31
193186,43,30
193186,5,31
193201,597,30
193201,99,31
193247,130,30
193247,36,31
193265,70,30
193265,48,31
193283,3331,30
193283,1153,31
193292,2900,30
193292,562,31
193308,4353,30
193308,1008,31
193326,8210,30
193326,2638,31
193353,1748,30
193353,384,31
193399,1583,30
193399,436,31
193478,11257,30
193478,3516,31
193584,2039,30
193584,517,31
193609,76,30
193609,37,31
193645,2490,30
193645,478,31
193654,6181,30
193654,1572,31
193672,63,30
193672,16,31
193858,385,30
193858,147,31
193900,24702,30
193900,6078,31
193946,3360,30
193946,1066,31
193973,2913,30
193973,622,31
193991,46,30
193991,24,31
194028,716,30
194028,261,31
194091,3168,30
194091,681,31
194116,113,30
194116,10,31
194161,1178,30
194161,203,31
194189,89,30
194189,3,31
194222,5575,30
194222,1966,31
194240,3114,30
194240,1123,31
194259,34,30
194259,19,31
194310,7654,30
194310,1973,31
194392,844,30
194392,230,31
194435,61,30
194435,14,31
194499,712,30
194499,239,31
194569,165,30
194569,35,31
194578,3353,30
194578,845,31
194657,144,30
194657,38,31
194666,284,30
194666,50,31
194693,48,30
194693,23,31
194736,140,30
194736,41,31
194763,242,30
194763,75,31
194824,6197,30
194824,1691,31
194879,51,30
194879,17,31
194958,1207,30
194958,226,31
195003,12231,30
195003,2595,31
195030,6138,30
195030,1461,31
195058,3777,30
195058,1315,31
195067,345,30
195067,181,31
195128,1277,30
195128,205,31
195164,1589,30
195164,432,31
195173,2339,30
195173,502,31
195191,241,30
195191,2,31
195216,2341,30
195216,565,31
195234,2510,30
195234,641,31
195243,1091,30
195243,254,31
195289,11,30
195304,1361,30
195304,377,31
195322,1934,30
195322,589,31
195438,81,30
195438,2,31
195474,3060,30
195474,764,31
195526,2637,30
195526,714,31
195544,3372,30
195544,616,31
195702,61,30
195720,2601,30
195720,576,31
195784,468,30
195784,13,31
195809,11468,30
195809,3236,31
195845,207,30
195845,30,31
195933,214,30
195933,63,31
195988,806,30
195988,325,31
196006,3445,30
196006,1162,31
196015,2673,30
196015,694,31
196024,2574,30
196024,869,31
196033,2167,30
196033,643,31
196042,6820,30
196042,1248,31
196051,2587,30
196051,909,31
196060,12387,30
196060,2721,31
196079,13179,30
196079,2641,31
196088,18732,30
196088,4082,31
196097,15729,30
196097,2931,31
196103,1711,30
196103,326,31
196112,1685,30
196112,314,31
196121,6375,30
196121,1202,31
196130,7590,30
196130,1619,31
196149,6187,30
196149,1238,31
196158,4253,30
196158,930,31
196167,5369,30
196167,1233,31
196176,6197,30
196176,1089,31
196185,5604,30
196185,1122,31
196194,6868,30
196194,1440,31
196200,3320,30
196200,784,31
196219,3642,30
196219,720,31
196237,3589,30
196237,502,31
196246,4812,30
196246,1019,31
196255,246,30
196264,3729,30
196264,165,31
196291,1585,30
196291,309,31
196307,154,30
196389,780,30
196389,126,31
196413,14324,30
196413,3704,31
196431,278,30
196431,31,31
196440,6,30
196440,1,31
196477,1156,30
196477,154,31
196565,1909,30
196565,707,31
196583,78,30
196583,16,31
196592,4970,30
196592,414,31
196653,612,30
196653,124,31
196680,,30
196680,,31
196699,1224,30
196699,412,31
196866,2132,30
196866,560,31
197018,2108,30
197018,464,31
197027,904,30
197027,254,31
197036,4389,30
197036,1260,31
197045,2730,30
197045,685,31
197133,2390,30
197133,658,31
197142,470,30
197142,145,31
197151,3473,30
197151,742,31
197197,1762,30
197197,440,31
197221,92,30
197221,28,31
197230,505,30
197230,132,31
197285,808,30
197285,186,31
197294,6794,30
197294,1888,31
197337,53,30
197337,5,31
197522,299,30
197522,115,31
197531,542,30
197531,340,31
197601,142,30
197601,20,31
197610,24,30
197610,3,31
197647,75,30
197647,11,31
197674,216,30
197674,65,31
197692,74,30
197692,25,31
197708,2628,30
197708,535,31
197735,527,30
197735,108,31
197744,171,30
197744,8,31
197814,786,30
197814,180,31
197832,379,30
197832,71,31
197850,437,30
197850,105,31
197869,15450,30
197869,3124,31
197887,2349,30
197887,552,31
197911,903,30
197911,241,31
197966,380,30
197966,87,31
197984,1403,30
197984,358,31
197993,389,30
197993,115,31
198011,502,30
198011,107,31
198039,639,30
198039,223,31
198066,690,30
198066,231,31
198084,504,30
198084,128,31
198109,142,30
198109,19,31
198118,1354,30
198118,216,31
198136,3734,30
198136,884,31
198154,3756,30
198154,1060,31
198190,43,30
198190,14,31
198206,618,30
198206,123,31
198215,1236,30
198215,349,31
198233,1716,30
198233,559,31
198251,1805,30
198251,505,31
198260,6700,30
198260,1287,31
198303,1468,30
198303,522,31
198321,1048,30
198321,275,31
198330,1955,30
198330,470,31
198367,1056,30
198367,164,31
198376,1367,30
198376,341,31
198385,1791,30
198385,514,31
198419,6449,30
198419,1723,31
198455,1199,30
198455,238,31
198464,19698,30
198464,4270,31
198491,784,30
198491,123,31
198507,1190,30
198507,202,31
198516,5854,30
198516,1553,31
198534,4131,30
198534,1235,31
198543,3943,30
198543,640,31
198552,3077,30
198552,601,31
198561,1908,30
198561,444,31
198570,1619,30
198570,419,31
198598,759,30
198598,249,31
198613,1455,30
198613,421,31
198622,5169,30
198622,1138,31
198640,505,30
198640,170,31
198668,622,30
198668,106,31
198677,39,30
198677,1,31
198695,4476,30
198695,1382,31
198710,695,30
198710,268,31
198729,417,30
198729,125,31
198747,110,30
198747,33,31
198756,1284,30
198756,301,31
198774,1396,30
198774,356,31
198808,978,30
198808,187,31
198817,857,30
198817,261,31
198835,1448,30
198835,464,31
198844,145,30
198844,70,31
198862,1182,30
198862,380,31
198871,672,30
198871,336,31
198899,1258,30
198899,394,31
198905,196,30
198905,45,31
198914,310,30
198914,87,31
198923,269,30
198923,67,31
198950,1614,30
198950,422,31
198969,1933,30
198969,474,31
198978,2040,30
198978,515,31
198987,1070,30
198987,304,31
199005,8,30
199005,1,31
199023,306,30
199023,94,31
199032,523,30
199032,164,31
199069,1446,30
199069,275,31
199078,138,30
199078,39,31
199087,1230,30
199087,369,31
199102,8657,30
199102,1957,31
199111,3127,30
199111,663,31
199120,17828,30
199120,4224,31
199139,20257,30
199139,3439,31
199148,13904,30
199148,2852,31
199157,5238,30
199157,1128,31
199184,883,30
199184,213,31
199193,20818,30
199193,4376,31
199209,1783,30
199209,318,31
199218,11913,30
199218,2218,31
199263,151,30
199263,42,31
199272,880,30
199272,196,31
199281,4478,30
199281,1069,31
199306,739,30
199306,179,31
199324,468,30
199324,135,31
199333,3667,30
199333,861,31
199412,1294,30
199412,279,31
199421,931,30
199421,214,31
199449,953,30
199449,241,31
199458,157,30
199458,46,31
199467,269,30
199467,54,31
199476,772,30
199476,180,31
199485,603,30
199485,209,31
199494,1666,30
199494,685,31
199582,919,30
199582,353,31
199607,719,30
199607,204,31
199625,411,30
199625,104,31
199634,1344,30
199634,425,31
199643,1604,30
199643,640,31
199670,122,30
199670,25,31
199689,144,30
199689,21,31
199698,612,30
199698,224,31
199722,493,30
199722,177,31
199731,720,30
199731,195,31
199740,854,30
199740,263,31
199759,236,30
199759,27,31
199768,1076,30
199768,350,31
