UNITID,EFFT,EFLEVEL
441423,135,31
441478,101,30
441487,83,30
441487,22,31
441496,134,30
441496,20,31
441502,384,30
441502,111,31
441511,694,30
441511,54,31
441548,111,30
441548,109,31
441575,646,30
441575,151,31
441593,39,30
441609,105,30
441618,11,30
441618,6,31
441636,268,30
441636,2,31
441645,101,30
441645,8,31
441663,263,30
441663,106,31
441672,66,30
441672,50,31
441690,168,30
441690,19,31
441706,133,30
441706,68,31
441742,811,30
441742,231,31
441760,1204,30
441760,475,31
441779,66,30
441779,10,31
441788,442,30
441788,78,31
441830,84,30
441830,13,31
441858,191,30
441858,32,31
441876,131,30
441876,23,31
441900,1517,30
441900,305,31
441919,179,30
441919,34,31
441928,193,30
441928,25,31
441937,5356,30
441937,965,31
441973,490,30
441973,48,31
441982,328,30
441982,79,31
442037,219,30
442037,3,31
442046,377,30
442046,71,31
442073,370,30
442073,117,31
442134,421,30
442134,159,31
442161,288,30
442161,7,31
442204,63,30
442204,10,31
442213,14,30
442213,,31
442222,31,30
442222,2,31
442240,224,30
442240,27,31
442329,857,30
442329,327,31
442356,483,30
442356,106,31
442383,132,30
442383,35,31
442408,184,30
442408,30,31
442426,261,30
442426,12,31
442435,70,30
442435,12,31
442523,74,30
442523,31,31
442569,3491,30
442569,528,31
442602,400,30
442602,37,31
442611,1307,30
442611,357,31
442620,226,30
442620,40,31
442639,36,30
442639,9,31
442657,185,30
442657,57,31
442718,75,30
442718,1,31
442727,225,30
442727,46,31
442781,103,30
442781,28,31
442790,80,30
442815,267,30
442815,86,31
442842,16,30
442842,4,31
442879,641,30
442879,144,31
442888,104,30
442888,57,31
442897,,30
442897,,31
442930,845,30
442930,305,31
442949,25,30
442967,121,30
442967,45,31
442976,149,30
442976,53,31
442985,133,30
442985,101,31
443021,130,30
443021,102,31
443049,143,30
443049,20,31
443058,11,30
443058,3,31
443100,180,30
443100,97,31
443137,253,30
443137,234,31
443146,175,30
443146,7,31
443173,17,30
443173,9,31
443207,276,30
443207,96,31
443216,126,30
443216,15,31
443225,41,30
443225,11,31
443234,267,30
443234,30,31
443252,1374,30
443252,1004,31
443261,153,30
443261,109,31
443270,15,30
443270,4,31
443289,281,30
443289,266,31
443298,48,30
443298,2,31
443322,293,30
443322,112,31
443331,1436,30
443331,1,31
443340,40,30
443340,3,31
443359,58,30
443359,43,31
443377,96,30
443377,48,31
443395,34,30
443410,906,30
443410,193,31
443483,39,30
443483,14,31
443492,1139,30
443492,351,31
443544,53,30
443562,485,30
443562,123,31
443571,63,30
443571,36,31
443599,42,30
443599,2,31
443623,487,30
443632,123,30
443632,56,31
443641,63,30
443641,12,31
443650,354,30
443650,204,31
443669,258,30
443669,81,31
443678,51,30
443678,25,31
443696,26,30
443696,5,31
443748,299,30
443748,48,31
443766,125,30
443766,3,31
443784,176,30
443784,4,31
443827,222,30
443827,88,31
443836,287,30
443836,86,31
443854,265,30
443854,45,31
443951,85,30
443951,35,31
443979,86,30
443979,24,31
444024,379,30
444024,63,31
444042,915,30
444042,179,31
444051,65,30
444051,36,31
444088,253,30
444088,206,31
444130,12,30
444194,255,30
444194,19,31
444200,254,30
444200,63,31
444219,2163,30
444219,731,31
444228,31,30
444228,12,31
444255,117,30
444255,63,31
444264,223,30
444264,67,31
444282,45,30
444282,30,31
444291,62,30
444291,35,31
444307,59,30
444307,33,31
444316,125,30
444316,112,31
444325,32,30
444334,22,30
444334,16,31
444343,100,30
444343,86,31
444361,98,30
444361,38,31
444370,67,30
444370,30,31
444398,156,30
444398,21,31
444404,25,30
444404,23,31
444413,108,30
444413,39,31
444440,68,30
444440,35,31
444468,12,30
444468,1,31
444486,308,30
444486,25,31
444510,131,30
444510,31,31
444529,94,30
444529,48,31
444547,13,30
444547,1,31
444556,385,30
444556,140,31
444565,374,30
444565,176,31
444583,979,30
444583,519,31
444592,140,30
444592,53,31
444608,40,30
444608,1,31
444635,,30
444635,,31
444644,33,30
444644,15,31
444653,44,30
444653,41,31
444662,39,30
444662,32,31
444671,190,30
444671,80,31
444680,36,30
444680,24,31
444705,15,30
444705,4,31
444714,74,30
444714,36,31
444732,153,30
444732,65,31
444769,,30
444769,,31
444778,40,30
444778,3,31
444787,210,30
444787,14,31
444796,81,30
444796,53,31
444811,44,30
444811,10,31
444857,58,30
444857,21,31
444866,50,30
444866,25,31
444893,192,30
444893,179,31
444909,8,30
444909,2,31
444927,145,30
444936,48,30
444936,28,31
444945,156,30
444945,93,31
444954,1058,30
444954,343,31
444972,53,30
444972,42,31
444990,395,30
445027,4557,30
445027,329,31
445090,303,30
445090,51,31
445115,240,30
445133,259,30
445133,30,31
445188,6741,30
445188,2039,31
445203,563,30
445203,159,31
445212,161,30
445212,27,31
445230,755,30
445230,233,31
445249,296,30
445249,54,31
445258,262,30
445258,47,31
445267,975,30
445267,1,31
445300,166,30
445300,4,31
445319,29,30
445328,137,30
445328,51,31
445346,1,30
445364,347,30
445364,146,31
445391,39,30
445434,250,30
445434,31,31
445461,486,30
445461,83,31
445498,44,30
445498,13,31
445540,64,30
445540,17,31
445559,304,30
445559,46,31
445577,230,30
445577,55,31
445638,31,30
445638,4,31
445647,58,30
445647,18,31
445656,79,30
445656,24,31
445692,442,30
445692,179,31
445708,2063,30
445708,653,31
445726,206,30
445726,32,31
445735,385,30
445744,408,30
445744,44,31
445762,132,30
445762,24,31
445780,20,30
445799,1460,30
445799,445,31
445841,92,30
445841,11,31
445850,99,30
445850,10,31
445911,409,30
445911,118,31
445948,489,30
445948,184,31
445957,,30
445957,,31
445984,70,30
445984,64,31
446048,1031,30
446048,266,31
446084,17,30
446084,,31
446093,133,30
446093,25,31
446109,229,30
446109,220,31
446118,160,30
446118,95,31
446127,241,30
446127,37,31
446136,299,30
446136,120,31
446163,42,30
446163,6,31
446190,8,30
446190,7,31
446206,48,30
446206,26,31
446224,49,30
446233,233,30
446233,65,31
446242,148,30
446242,14,31
446251,73,30
446251,9,31
446260,122,30
446260,24,31
446288,55,30
446288,6,31
446303,47,30
446303,7,31
446349,19,30
446349,1,31
446385,200,30
446385,86,31
446394,2,30
446455,98,30
446455,59,31
446516,33,30
446516,11,31
446525,157,30
446525,43,31
446534,18,30
446534,8,31
446552,1204,30
446552,386,31
446561,973,30
446561,164,31
446589,176,30
446589,36,31
446598,9,30
446598,7,31
446604,1764,30
446604,282,31
446613,,30
446613,,31
446640,339,30
446640,133,31
446668,87,30
446677,82,30
446677,16,31
446729,4,30
446774,1022,30
446774,282,31
446792,45,30
446808,72,30
446835,449,30
446844,156,30
446880,253,30
446880,92,31
446996,38,30
446996,10,31
447014,235,30
447014,30,31
447023,439,30
447023,331,31
447050,54,30
447050,3,31
447102,178,30
447102,37,31
447120,146,30
447120,16,31
447148,146,30
447148,98,31
447166,51,30
447166,15,31
447175,65,30
447175,26,31
447209,138,30
447209,29,31
447263,506,30
447263,29,31
447272,80,30
447272,6,31
447290,184,30
447379,328,30
447379,58,31
447403,689,30
447403,232,31
447421,119,30
447421,28,31
447430,71,30
447430,8,31
447449,21,30
447449,17,31
447458,396,30
447458,14,31
447467,72,30
447467,43,31
447476,5,30
447476,2,31
447494,101,30
447494,23,31
447519,87,30
447519,33,31
447528,8,30
447582,994,30
447582,287,31
447591,401,30
447591,400,31
447607,447,30
447607,122,31
447616,445,30
447616,105,31
447634,214,30
447634,74,31
447689,8020,30
447689,2096,31
447704,31,30
447704,1,31
447713,,30
447713,,31
447722,40,30
447722,15,31
447731,106,30
447731,32,31
447759,52,30
447759,18,31
447768,1425,30
447768,115,31
447777,33,30
447777,10,31
447795,12,30
447795,11,31
447810,282,30
447810,136,31
447847,61,30
447847,6,31
447865,21,30
447865,13,31
447874,311,30
447874,214,31
447883,32,30
447883,20,31
447892,99,30
447892,29,31
447908,23,30
447908,2,31
447917,28,30
447917,20,31
447935,362,30
447935,41,31
447953,493,30
447953,130,31
447962,206,30
447962,79,31
447971,122,30
447971,25,31
447980,78,30
447980,69,31
447999,201,30
447999,74,31
448008,21,30
448008,13,31
448017,35,30
448017,27,31
448026,91,30
448026,18,31
448035,51,30
448035,12,31
448044,6,30
448044,4,31
448071,150,30
448071,32,31
448123,95,30
448123,81,31
448150,62,30
448150,13,31
448196,130,30
448196,27,31
448220,76,30
448220,15,31
448239,118,30
448248,264,30
448248,165,31
448257,26,30
448257,8,31
448275,15,30
448275,14,31
448284,401,30
448284,2,31
448309,155,30
448309,4,31
448345,390,30
448345,93,31
448354,162,30
448354,45,31
448424,46,30
448424,12,31
448433,1380,30
448433,336,31
448567,105,30
448576,588,30
448576,109,31
448585,52,30
448585,2,31
448594,1361,30
448594,516,31
448600,198,30
448600,24,31
448619,258,30
448619,72,31
448646,60,30
448646,55,31
448664,117,30
448664,32,31
448673,768,30
448673,76,31
448707,220,30
448707,138,31
448716,190,30
448716,124,31
448734,36,30
448734,3,31
448752,236,30
448752,22,31
448761,115,30
448761,15,31
448770,261,30
448770,36,31
448798,72,30
448798,40,31
448822,2,30
448840,2733,30
448840,616,31
448859,114,30
448859,49,31
448886,8238,30
448886,1288,31
448895,422,30
448895,110,31
448974,127,30
448974,58,31
448983,89,30
448983,51,31
449010,525,30
449010,87,31
449038,363,30
449038,9,31
449074,689,30
449074,230,31
449083,300,30
449083,95,31
449092,238,30
449092,80,31
449117,185,30
449117,48,31
449126,24,30
449135,229,30
449135,65,31
449144,133,30
449144,47,31
449250,414,30
449250,337,31
449269,276,30
449269,43,31
449302,15,30
449311,58,30
449311,19,31
449320,396,30
449320,119,31
449339,2449,30
449339,60,31
449348,11,30
449348,,31
449357,67,30
449357,6,31
449366,187,30
449366,105,31
449384,229,30
449384,6,31
449393,74,30
449393,22,31
449445,99,30
449445,85,31
449454,,30
449454,,31
449463,14,30
449463,11,31
449472,54,30
449472,16,31
449490,177,30
449490,83,31
449506,553,30
449506,150,31
449524,169,30
449524,26,31
449533,118,30
449533,40,31
449597,7,30
449597,1,31
449603,110,30
449603,60,31
449612,180,30
449612,28,31
449658,96,30
449658,26,31
449667,62,30
449667,19,31
449676,233,30
449676,134,31
449685,134,30
449685,126,31
449700,271,30
449700,109,31
449719,206,30
449719,63,31
449728,96,30
449728,21,31
449764,100,30
449764,27,31
449773,100,30
449773,71,31
449782,12,30
449782,10,31
449807,130,30
449807,25,31
449816,47,30
449816,10,31
449834,,30
449852,37,30
449852,25,31
449861,167,30
449861,51,31
449870,100,30
449870,20,31
449898,368,30
449898,15,31
449904,168,30
449904,54,31
449931,83,30
449931,1,31
449959,137,30
449959,20,31
449968,176,30
449968,25,31
449977,114,30
449977,23,31
449986,185,30
449986,25,31
449995,134,30
449995,29,31
450003,56,30
450021,322,30
450021,100,31
450049,53,30
450058,789,30
450058,86,31
450067,409,30
450067,79,31
450076,343,30
450076,129,31
450085,358,30
450085,92,31
450094,334,30
450094,46,31
450119,255,30
450119,67,31
450128,318,30
450128,98,31
450173,13017,30
450173,4373,31
450182,242,30
450182,47,31
450191,166,30
450191,34,31
450289,109,30
450289,21,31
450298,37,30
450298,1,31
450377,80,30
450377,4,31
450395,113,30
450395,45,31
450401,394,30
450401,147,31
450456,44,30
450465,41,30
450483,118,30
450526,64,30
450526,,31
450535,42,30
450535,7,31
450544,61,30
450544,3,31
450571,422,30
450571,38,31
450599,85,30
450599,45,31
450605,73,30
450605,27,31
450614,66,30
450614,33,31
450632,,30
450632,,31
450641,94,30
450641,26,31
450650,64,30
450650,37,31
450669,29,30
450669,16,31
450696,533,30
450696,64,31
450702,432,30
450702,28,31
450711,132,30
450711,29,31
450720,150,30
450720,50,31
450739,97,30
450739,42,31
450757,82,30
450757,14,31
450766,33,30
450933,8891,30
450933,242,31
450951,110,30
450951,45,31
450960,39,30
450960,36,31
450979,1584,30
450979,87,31
450988,145,30
450988,46,31
451006,60,30
451006,14,31
451033,,30
451042,15,30
451042,10,31
451051,,30
451051,,31
451060,166,30
451060,34,31
451097,68,30
451097,60,31
451103,397,30
451103,56,31
451121,34,30
451121,3,31
451149,471,30
451149,52,31
451158,496,30
451158,35,31
451167,69,30
451167,6,31
451194,51,30
451194,13,31
451228,221,30
451228,84,31
451237,90,30
451237,25,31
451255,18,30
451255,8,31
451264,108,30
451264,2,31
451282,12,30
451282,1,31
451291,,30
451291,,31
451307,44,30
451307,7,31
451334,152,30
451334,25,31
451343,105,30
451343,15,31
451352,94,30
451352,56,31
451361,11,30
451361,7,31
451370,50,30
451370,5,31
451398,202,30
451398,56,31
451404,380,30
451404,104,31
451413,287,30
451413,15,31
451459,74,30
451459,40,31
451468,211,30
451468,19,31
451477,246,30
451477,116,31
451495,31,30
451495,9,31
451501,151,30
451501,68,31
451529,21,30
451529,15,31
451538,51,30
451538,2,31
451547,33,30
451547,16,31
451556,1498,30
451556,465,31
451565,131,30
451565,30,31
451574,102,30
451574,14,31
451583,94,30
451583,25,31
451617,34,30
451617,11,31
451626,49,30
451626,47,31
451635,37,30
451635,18,31
451644,8,30
451644,3,31
451653,11,30
451662,1671,30
451662,116,31
451671,1000,30
451671,96,31
451699,303,30
451705,45,30
451714,273,30
451714,35,31
451741,315,30
451741,50,31
451750,297,30
451750,31,31
451796,561,30
451796,130,31
451820,553,30
451820,82,31
451848,36,30
451857,388,30
451857,133,31
451866,297,30
451866,72,31
451875,33,30
451875,,31
451884,12,30
451884,,31
451909,619,30
451909,195,31
451918,118,30
451918,20,31
452009,59,30
452009,6,31
452018,79,30
452027,329,30
452027,60,31
452036,132,30
452045,215,30
452054,126,30
452063,382,30
452072,98,30
452072,32,31
452081,507,30
452081,122,31
452090,13,30
452090,1,31
452106,88,30
452106,32,31
452115,298,30
452115,63,31
452124,368,30
452124,39,31
452373,199,30
452373,33,31
452540,,30
452540,,31
452771,,30
452771,,31
452780,,30
452780,,31
452887,83,30
452887,67,31
452948,213,30
452948,9,31
453109,115,30
453109,68,31
453163,255,30
453163,6,31
453215,105,30
453215,1,31
453297,20,30
453297,5,31
453455,39,30
453455,,31
453464,30,30
453464,3,31
453473,13,30
453552,101,30
453552,21,31
453747,40,30
453756,83,30
453756,46,31
453792,127,30
453792,58,31
453817,212,30
453817,52,31
454184,511,30
454184,161,31
454227,2742,30
454227,16,31
454236,348,30
454236,9,31
454245,244,30
454245,2,31
454306,150,30
454306,55,31
454458,119,30
454458,67,31
454537,64,30
454537,40,31
454546,64,30
454546,20,31
454555,206,30
454555,64,31
454573,239,30
454573,65,31
454582,1,30
454582,,31
454607,295,30
454607,37,31
454616,147,30
454616,46,31
454625,139,30
454625,18,31
454652,106,30
454652,12,31
454689,8,30
454698,401,30
454698,249,31
454722,32,30
454722,8,31
454759,6,30
454759,1,31
454768,151,30
454768,18,31
454777,114,30
454777,6,31
454786,105,30
454786,52,31
454795,116,30
454795,17,31
454801,94,30
454801,29,31
454810,698,30
454810,671,31
454829,79,30
454829,,31
454847,50,30
454847,47,31
454856,761,30
454865,438,30
454865,102,31
454874,36,30
454874,9,31
454883,221,30
454883,18,31
454892,14,30
454892,9,31
454908,135,30
454908,12,31
454917,270,30
454917,46,31
454926,310,30
454926,49,31
454935,36,30
454935,35,31
454944,137,30
454944,13,31
454953,12,30
454953,4,31
454962,16,30
454962,5,31
454971,122,30
454971,37,31
454980,39,30
454980,5,31
454999,69,30
454999,13,31
455008,73,30
455008,8,31
455017,14,30
455017,3,31
455026,59,30
455026,21,31
455035,46,30
455035,44,31
455053,31,30
455053,17,31
455062,20,30
455062,6,31
455071,,30
455071,,31
455080,88,30
455080,46,31
455105,77,30
455105,4,31
455114,2855,30
455114,838,31
455141,240,30
455141,56,31
455187,28,30
455187,5,31
455196,2413,30
455196,113,31
455202,367,30
455202,37,31
455211,176,30
455211,21,31
455220,40,30
455220,33,31
455239,17,30
455239,7,31
455257,417,30
455257,83,31
455275,284,30
455275,76,31
455284,157,30
455284,35,31
455327,15,30
455327,8,31
455336,185,30
455336,62,31
455345,37,30
455345,18,31
455354,187,30
455354,42,31
455381,48,30
455381,5,31
455390,120,30
455390,25,31
455460,197,30
455460,22,31
455479,624,30
455479,52,31
455488,318,30
455488,80,31
455512,880,30
455512,225,31
455549,13,30
455549,6,31
455558,130,30
455558,50,31
455567,300,30
455567,55,31
455600,125,30
455619,250,30
455628,506,30
455628,76,31
455655,256,30
455655,130,31
455664,,30
455664,,31
455707,44,30
455716,376,30
455716,65,31
455725,314,30
455725,170,31
455734,241,30
455734,93,31
455752,115,30
455752,41,31
455761,342,30
455761,26,31
455770,162,30
455770,54,31
455798,50,30
455798,11,31
455831,155,30
455831,127,31
455840,89,30
455840,35,31
455859,169,30
455859,36,31
455868,224,30
455868,39,31
455877,89,30
455877,39,31
455886,77,30
455886,20,31
455895,95,30
455895,10,31
455901,217,30
455901,45,31
455910,50,30
455910,18,31
455929,57,30
455929,9,31
455947,101,30
455947,19,31
455956,301,30
455956,106,31
455965,110,30
455965,2,31
455974,47,30
455974,35,31
455983,344,30
455983,132,31
456001,38,30
456001,19,31
456010,40,30
456029,44,30
456029,34,31
456038,445,30
456038,190,31
456056,209,30
456056,40,31
456065,129,30
456065,21,31
456074,113,30
456074,22,31
456092,72,30
456092,5,31
456126,48,30
456126,23,31
456135,65,30
456135,26,31
456153,108,30
456153,36,31
456180,260,30
456180,13,31
456205,341,30
456205,79,31
456214,181,30
456214,44,31
456287,67,30
456287,11,31
456296,126,30
456302,27,30
456348,5407,30
456348,282,31
456454,392,30
456454,22,31
456481,19,30
456481,1,31
456490,33,30
456490,5,31
456506,116,30
456506,32,31
456515,182,30
456515,47,31
456551,47,30
456551,26,31
456560,28,30
456560,7,31
456579,408,30
456579,203,31
456588,40,30
456588,11,31
456597,96,30
456597,26,31
456612,242,30
456621,18,30
456621,,31
456791,285,30
456825,101,30
456825,7,31
456861,348,30
456861,132,31
456922,223,30
456922,115,31
456931,314,30
456931,100,31
456940,346,30
456940,69,31
456959,405,30
456959,145,31
456968,165,30
456968,28,31
456977,117,30
456977,9,31
457004,3,30
457022,167,30
457022,24,31
457031,47,30
457031,11,31
457077,367,30
457077,114,31
457086,70,30
457086,1,31
457101,299,30
457101,23,31
457110,292,30
457110,9,31
457129,267,30
457129,,31
457174,254,30
457174,51,31
457192,95,30
457192,16,31
457208,130,30
457208,65,31
457226,4,30
457244,83,30
457244,52,31
457253,11,30
457253,2,31
457299,156,30
457299,31,31
457314,113,30
457314,14,31
457323,352,30
457323,62,31
457332,,30
457332,,31
457341,144,30
457341,22,31
457350,,30
457378,110,30
457378,40,31
457387,188,30
457387,87,31
457396,57,30
457396,21,31
457402,1,30
457402,,31
457411,240,30
457411,23,31
457420,90,30
457420,16,31
457439,46,30
457439,9,31
457448,102,30
457448,22,31
457466,55,30
457466,7,31
457475,85,30
457475,22,31
457484,75,30
457484,21,31
457493,17,30
457493,4,31
457527,152,30
457536,394,30
457536,57,31
457545,99,30
457545,27,31
457554,31,30
457554,23,31
457563,191,30
457563,70,31
457572,106,30
457572,9,31
457581,149,30
457581,18,31
457606,28,30
457606,25,31
457615,,30
457615,,31
457624,26,30
457624,24,31
457633,82,30
457633,24,31
457642,53,30
457642,5,31
457651,54,30
457651,26,31
457679,25,30
457679,20,31
457688,278,30
457688,23,31
457697,40,30
457697,4,31
457703,42,30
457703,5,31
457721,22,30
457721,15,31
457749,69,30
457749,12,31
457767,227,30
457767,99,31
457776,118,30
457776,8,31
457785,112,30
457785,107,31
457794,125,30
457794,92,31
457800,142,30
457800,137,31
457819,,30
457819,,31
457837,45,30
457837,21,31
457846,4,30
457846,3,31
457855,91,30
457855,19,31
457864,62,30
457864,22,31
457873,34,30
457873,,31
457891,31,30
457891,14,31
457916,25,30
457916,3,31
457925,13,30
457925,5,31
457943,63,30
457943,31,31
457952,109,30
457952,14,31
457989,49,30
457989,29,31
457998,18,30
457998,1,31
458007,23,30
458007,18,31
458016,127,30
458016,120,31
458034,66,30
458034,7,31
458043,49,30
458043,8,31
458052,9,30
458052,4,31
458061,4,30
458061,1,31
458070,184,30
458070,19,31
458098,61,30
458098,8,31
458104,17,30
458104,12,31
458113,29,30
458113,7,31
458122,24,30
458122,1,31
458131,266,30
458131,114,31
458140,39,30
458140,9,31
458168,70,30
458168,20,31
458186,172,30
458186,50,31
458195,3,30
458195,2,31
458210,1635,30
458210,15,31
458229,1146,30
458229,14,31
458256,439,30
458256,77,31
458265,449,30
458265,364,31
458274,142,30
458274,35,31
458283,276,30
458283,60,31
458380,159,30
458380,74,31
458405,757,30
458405,274,31
458423,,30
458423,,31
458432,134,30
458432,2,31
458441,446,30
458441,153,31
458450,107,30
458450,35,31
458469,1033,30
458469,299,31
458478,154,30
458478,38,31
458496,370,30
458496,48,31
458502,158,30
458502,17,31
458575,61,30
458575,7,31
458593,240,30
458593,39,31
458681,280,30
458681,15,31
458690,163,30
458690,72,31
458706,198,30
458706,63,31
458803,77,30
458803,33,31
458812,61,30
458812,28,31
458821,59,30
458821,33,31
458830,95,30
458830,42,31
458849,66,30
458849,36,31
458858,130,30
458858,62,31
458867,199,30
458867,98,31
458885,25,30
458885,1,31
458919,640,30
458919,30,31
458955,19,30
458955,,31
458964,168,30
458964,3,31
458973,296,30
458973,13,31
458982,571,30
458982,73,31
459000,55,30
459000,34,31
459019,59,30
459019,27,31
459037,61,30
459037,29,31
459046,63,30
459046,35,31
459055,169,30
459055,96,31
459064,94,30
459064,40,31
459073,52,30
459073,33,31
459091,80,30
459091,16,31
459107,138,30
459107,27,31
459116,119,30
459116,17,31
459125,18,30
459125,6,31
459143,33,30
459143,6,31
459161,48,30
459161,8,31
459170,96,30
459170,76,31
459189,31,30
459189,2,31
459198,165,30
459198,36,31
459204,1464,30
459204,889,31
459213,1121,30
459213,106,31
459231,177,30
459231,13,31
459259,331,30
459259,12,31
459268,395,30
459268,10,31
459277,391,30
459277,80,31
459286,195,30
459286,27,31
459295,53,30
459295,21,31
459301,97,30
459301,19,31
459310,102,30
459310,92,31
459329,197,30
459329,116,31
459347,15,30
459347,7,31
459356,66,30
459356,31,31
459365,13,30
459365,12,31
459374,80,30
459374,66,31
459392,75,30
459392,17,31
459408,46,30
459408,6,31
459417,120,30
459417,50,31
459426,39,30
459426,15,31
459444,15,30
459444,4,31
459462,125,30
459462,64,31
459480,24,30
459480,8,31
459499,25,30
459499,17,31
459514,1,30
459514,1,31
459532,64,30
459532,25,31
459541,10,30
459541,3,31
459550,111,30
459550,16,31
459578,49,30
459578,4,31
459727,289,30
459727,18,31
459824,81,30
459842,197,30
459842,4,31
459851,200,30
459851,15,31
459949,2172,30
459949,435,31
459958,456,30
459958,118,31
459967,444,30
459967,409,31
459985,449,30
459985,402,31
459994,294,30
459994,9,31
460011,149,30
460011,15,31
460020,324,30
460020,55,31
460039,267,30
460048,150,30
460057,25,30
460057,23,31
460075,19,30
460075,8,31
460093,139,30
460093,54,31
460109,205,30
460109,71,31
460118,171,30
460118,60,31
460127,108,30
460127,32,31
460136,1005,30
460136,362,31
460145,61,30
460145,36,31
460172,533,30
460172,147,31
460181,734,30
460181,243,31
460190,355,30
460190,101,31
460206,622,30
460206,155,31
460215,154,30
460215,12,31
460349,122,30
460349,3,31
460358,227,30
460358,35,31
460376,75,30
460376,9,31
460385,42,30
460385,16,31
460394,1784,30
460394,570,31
460446,29,30
460446,11,31
460455,7,30
460455,1,31
460464,2237,30
460464,738,31
460482,159,30
460482,54,31
460516,113,30
460516,28,31
460525,160,30
460525,61,31
460534,318,30
460534,86,31
460543,1090,30
460543,295,31
460552,36,30
460552,7,31
460570,162,30
460570,23,31
460589,6,30
460598,450,30
460598,135,31
460604,36,30
460604,9,31
460613,366,30
460640,14,30
460640,5,31
460659,58,30
460659,16,31
460677,423,30
460677,228,31
460695,106,30
460695,22,31
460701,27,30
460701,4,31
460729,25,30
460738,57,30
460747,256,30
460747,97,31
460756,513,30
460756,32,31
460765,61,30
460765,60,31
460774,298,30
460774,92,31
460783,241,30
460783,23,31
460808,24,30
460808,9,31
460817,372,30
460817,172,31
460826,236,30
460826,98,31
460835,555,30
460835,178,31
460844,173,30
460844,38,31
460853,135,30
460853,28,31
460862,154,30
460862,10,31
460871,164,30
460871,2,31
460899,282,30
460899,37,31
460914,204,30
460914,10,31
460923,232,30
460923,33,31
460932,68,30
460932,58,31
460969,203,30
460969,15,31
460978,133,30
460978,128,31
460987,99,30
460987,39,31
460996,84,30
460996,11,31
461005,451,30
461005,63,31
461014,1077,30
461014,231,31
461023,751,30
461023,78,31
461032,42,30
461032,2,31
461111,19,30
461111,11,31
461148,1507,30
461148,180,31
461157,35,30
461157,19,31
461175,133,30
461175,47,31
461193,214,30
461193,28,31
461218,172,30
461218,56,31
461227,11,30
461227,9,31
461236,253,30
461236,10,31
461245,28,30
461245,11,31
461254,47,30
461254,41,31
461263,27,30
461263,27,31
461272,35,30
461272,8,31
461281,13,30
461281,,31
461290,26,30
461290,12,31
461306,27,30
461306,27,31
461315,51,30
461315,6,31
461324,466,30
461333,,30
461333,,31
461342,45,30
461342,20,31
461351,39,30
461351,39,31
461360,32,30
461360,28,31
461379,28,30
461379,2,31
461388,40,30
461388,17,31
461412,,30
461412,,31
461421,222,30
461421,37,31
461430,,30
461430,,31
461449,88,30
461449,4,31
461494,115,30
461494,1,31
461500,20,30
461500,3,31
461528,60,30
461528,4,31
461537,19,30
461537,13,31
461546,13,30
461546,10,31
461555,122,30
461555,9,31
461564,5,30
461564,1,31
461573,84,30
461573,32,31
461582,50,30
461582,8,31
461591,122,30
461591,18,31
461607,69,30
461607,5,31
461625,11,30
461625,7,31
461643,42,30
461652,29,30
461652,7,31
461689,236,30
461689,90,31
461698,112,30
461698,22,31
461704,125,30
461704,65,31
461713,23,30
461713,3,31
461722,48,30
461722,26,31
461731,25,30
461731,5,31
461740,27,30
461740,10,31
461759,116,30
461759,35,31
461768,152,30
461768,36,31
461786,32,30
461786,29,31
461795,423,30
461795,94,31
461801,13,30
461801,5,31
461810,38,30
461810,37,31
461829,348,30
461829,265,31
461838,46,30
461838,23,31
461856,92,30
461856,65,31
461865,51,30
461865,40,31
461874,68,30
461874,19,31
461883,85,30
461883,12,31
461892,73,30
461892,31,31
461908,60,30
461908,5,31
461917,101,30
461917,22,31
461926,81,30
461926,48,31
461935,16,30
461935,3,31
461944,48,30
461944,20,31
461953,72,30
461953,15,31
461962,227,30
461962,210,31
461980,52,30
461980,28,31
461999,70,30
461999,20,31
462008,235,30
462008,62,31
462017,102,30
462017,19,31
462026,11,30
462026,6,31
462035,128,30
462035,36,31
462053,135,30
462053,49,31
462062,55,30
462062,23,31
462071,153,30
462071,25,31
462309,134,30
462309,2,31
462318,65,30
462318,20,31
462327,37,30
462327,7,31
462336,108,30
462336,44,31
462345,42,30
462345,11,31
462354,210,30
462354,73,31
465812,6037,30
465812,772,31
466152,11,30
466152,1,31
466161,21,30
466161,1,31
466170,16,30
466170,,31
466189,59,30
466189,1,31
466523,93,30
466523,17,31
466921,145,30
466921,4,31
466930,231,30
466930,4,31
467094,143,30
467094,20,31
467368,273,30
467368,12,31
467784,356,30
467784,50,31
467793,20,30
467863,174,30
467863,48,31
467872,129,30
467872,28,31
467906,121,30
467906,14,31
468015,37,30
468024,174,30
468024,5,31
468246,163,30
468246,20,31
468255,82,30
468255,12,31
468398,85,30
468398,12,31
468705,66,30
468705,39,31
468723,741,30
468723,150,31
468732,78,30
468732,65,31
468769,96,30
468769,26,31
468848,299,30
468848,70,31
468875,109,30
468875,42,31
468893,160,30
468893,7,31
468909,477,30
468909,152,31
468963,448,30
468963,192,31
469124,169,30
469124,70,31
469133,127,30
469133,51,31
469142,182,30
469142,78,31
469151,54,30
469151,26,31
469160,71,30
469160,29,31
469197,102,30
469197,38,31
469416,491,30
469416,110,31
469586,43,30
469586,18,31
469610,483,30
469610,128,31
469629,186,30
469629,110,31
469638,229,30
469638,189,31
