"UNITID","EFYTOTLT"
444361,177
444370,164
444398,219
444404,58
444413,105
444422,231
444440,123
444468,38
444486,595
444510,211
444529,184
444547,29
444556,317
444565,449
444583,1369
444592,150
444608,69
444635,114
444644,63
444653,82
444662,84
444671,315
444680,323
444705,36
444714,355
444732,308
444769,321
444778,114
444787,367
444796,215
444811,238
444857,63
444866,310
444893,790
444909,15
444927,452
444936,54
444945,696
444954,2869
444972,387
444990,585
445027,21094
445090,1123
445115,634
445124,68
445133,565
445188,6551
445203,654
445212,428
445230,1510
445249,444
445258,403
445267,6358
445300,296
445319,81
445328,549
445346,324
445364,856
445391,108
445434,717
445461,1024
445498,64
445540,128
445559,481
445577,370
445638,74
445647,149
445656,241
445692,473
445708,2454
445726,354
445735,465
445744,623
445762,260
445780,59
445799,1996
445814,634
445841,222
445850,213
445911,910
445920,216
445948,610
445957,366
445984,113
446048,1131
446075,16
446084,247
446093,264
446109,396
446118,864
446127,233
446136,926
446163,230
446190,19
446206,48
446224,66
446233,281
446242,277
446251,108
446260,205
446288,136
446303,146
446349,23
446385,219
446394,60
446446,140
446455,108
446516,51
446525,246
446534,88
446552,2439
446561,1641
446589,163
446598,71
446604,1691
446613,38
446640,659
446668,374
446677,133
446729,18
446774,6847
446792,182
446808,236
446835,952
446844,464
446880,596
446996,120
447014,416
447023,763
447050,224
447102,598
447120,516
447148,279
447166,101
447175,159
447209,334
447263,794
447272,473
447290,631
447360,76
447379,349
447403,1074
447421,350
447430,186
447449,52
447458,565
447467,489
447476,26
447494,253
447519,310
447528,119
447582,2432
447591,598
447607,629
447616,615
447634,624
447670,183
447689,14245
447704,81
447713,108
447722,55
447731,230
447759,326
447768,2434
447777,870
447795,46
447810,491
447847,155
447865,37
447874,484
447883,420
447892,240
447908,40
447917,47
447935,360
447953,617
447962,366
447971,295
447980,124
447999,364
448008,23
448017,88
448026,147
448035,66
448044,36
448071,369
448123,357
448150,113
448196,208
448220,136
448239,178
448248,3434
448257,29
448275,40
448284,889
448309,461
448345,1072
448354,223
448424,120
448433,2180
448567,317
448576,2093
448585,458
448594,5864
448600,599
448619,655
448646,255
448664,716
448673,2508
448707,361
448716,339
448734,313
448752,394
448761,166
448770,427
448798,119
448822,8
448840,4866
448859,206
448886,10334
448895,726
448974,346
448983,497
449010,1023
449038,2765
449074,1310
449083,437
449092,346
449117,642
449126,200
449135,416
449144,305
449250,684
449269,589
449302,110
449311,226
449320,907
449339,82624
449348,157
449357,96
449366,842
449384,893
449393,99
449445,204
449454,81
449463,85
449472,103
449490,139
449506,813
449524,173
449533,241
449597,23
449603,176
449612,242
449658,169
449667,171
449676,258
449685,302
449700,615
449719,267
449728,119
449764,109
449773,264
449782,93
449807,265
449816,691
449852,73
449861,298
449870,157
449898,903
449904,309
449931,881
449959,426
449968,400
449977,319
449986,449
449995,290
450003,292
450021,499
450049,260
450058,1023
450067,653
450076,634
450085,644
450094,1008
450119,468
450128,851
450173,28811
450182,344
450191,715
450289,645
450298,380
450377,690
450395,205
450401,637
450456,105
450465,282
450483,224
450526,601
450535,257
450544,301
450571,1419
450599,143
450605,177
450614,155
450632,212
450641,237
450650,365
450669,145
450678,82
450696,975
450702,901
450711,133
450720,417
450739,233
450757,163
450766,41
450933,26092
450951,152
450960,164
450979,7124
450988,341
451006,192
451033,12
451042,76
451051,115
451060,402
451097,239
451103,1770
451121,184
451149,847
451158,897
451167,202
451194,64
451228,389
451237,170
451255,89
451264,196
451282,173
451291,28
451307,105
451334,305
451343,194
451352,569
451361,38
451370,66
451398,234
451404,363
451413,436
451459,219
451468,296
451477,432
451495,45
451501,364
451529,94
451538,265
451547,54
451556,2705
451565,274
451574,183
451583,785
451617,42
451626,129
451635,79
451644,18
451653,25
451662,11193
451671,2154
451699,1155
451705,75
451714,416
451741,777
451750,1224
451769,258
451796,1144
451820,1423
451848,289
451857,459
451866,477
451875,201
451884,267
451909,954
451918,174
452009,98
452018,229
452027,710
452036,414
452045,523
452054,377
452063,1013
452072,216
452081,856
452090,121
452106,90
452115,1113
452124,569
452373,700
452771,25
452780,28
452887,137
452948,622
453109,232
453163,5154
453215,1129
453297,47
453455,190
453464,256
453473,170
453552,348
453747,246
453756,173
453792,280
453817,279
454184,580
454227,23326
454236,1030
454245,865
454306,324
454458,205
454537,53
454546,108
454555,295
454573,349
454582,467
454591,113
454607,403
454616,316
454625,718
454652,191
454689,8
454698,463
454722,70
454740,239
454759,67
454768,298
454777,299
454786,1907
454795,370
454801,151
454810,637
454829,1790
454847,97
454856,981
454865,567
454874,104
454883,514
454892,43
454908,369
454917,458
454926,475
454935,70
454944,183
454953,40
454962,54
454971,285
454980,149
454999,195
455008,223
455017,27
455026,157
455035,71
455053,68
455062,105
455071,100
455080,192
455105,128
455114,13790
455141,372
455187,118
455196,3257
455202,596
455211,273
455220,74
455239,108
455257,428
455275,427
455284,352
455327,157
455336,317
455345,57
455354,371
455381,165
455390,462
455460,353
455479,1005
455488,553
455512,4678
455549,162
455558,341
455567,521
455585,124
455600,418
455619,740
455628,807
455655,731
455664,91
455707,46
455716,1256
455725,618
455734,259
455752,198
455761,475
455770,161
455798,123
455831,383
455840,234
455859,302
455868,364
455877,282
455886,182
455895,273
455901,332
455910,90
455929,85
455947,183
455956,300
455965,202
455974,153
455983,650
456001,77
456010,137
456029,204
456038,913
456056,741
456065,215
456074,265
456092,203
456126,150
456135,180
456144,105
456153,166
456180,420
456205,907
456214,342
456287,119
456296,730
456302,144
456320,601
456339,858
456348,10584
456454,545
456481,68
456490,137
456506,207
456515,366
456551,91
456560,237
456579,1218
456588,86
456597,166
456612,764
456621,253
456782,196
456791,950
456807,183
456816,183
456825,187
456834,25
456861,652
456922,429
456931,536
456940,647
456959,428
456968,708
456977,161
457004,97
457022,457
457031,79
457077,650
457086,200
457101,602
457110,518
457129,1380
457174,381
457192,165
457208,160
457226,36
457244,106
457253,83
457299,242
457314,248
457323,457
457332,47
457341,196
457350,58
457378,234
457387,419
457396,114
457402,30
457411,366
457420,232
457439,136
457448,155
457466,94
457475,127
457484,132
457493,34
457527,692
457536,489
457545,176
457554,57
457563,233
457572,141
457581,294
457606,78
457615,51
457624,34
457633,239
457642,103
457651,130
457679,42
457688,506
457697,177
457703,116
457721,25
457749,135
457767,397
457776,224
457785,157
457794,192
457800,1252
457819,1011
457828,279
457837,220
457846,84
457855,136
457864,197
457873,326
457891,71
457916,106
457925,25
457943,92
457952,259
457961,46
457989,54
457998,71
458007,104
458016,162
458034,70
458043,124
458052,79
458061,84
458070,348
458098,111
458104,116
458113,70
458122,24
458131,480
458140,100
458168,117
458186,466
458195,54
458210,2365
458229,1511
458256,1648
458265,647
458274,408
458283,1010
458380,468
458405,2063
458423,132
458432,617
458441,979
458450,403
458469,1643
458478,359
458496,744
458502,1040
458557,333
458575,196
458593,1038
458681,392
458690,686
458706,584
458733,261
458779,192
458803,207
458812,93
458821,91
458830,266
458849,186
458858,288
458867,415
458885,251
458919,7400
458955,315
458964,2452
458973,2209
458982,1501
458991,225
459000,184
459019,152
459037,136
459046,140
459055,119
459064,184
459073,108
459091,157
459107,783
459116,212
459125,25
459143,57
459161,168
459170,261
459189,162
459198,403
459204,2925
459213,1575
459222,48
459231,335
459259,966
459268,929
459277,616
459286,376
459295,105
459301,210
459310,145
459329,355
459347,58
459356,88
459365,66
459374,221
459392,173
459408,56
459417,124
459426,102
459444,82
459462,501
459471,16
459480,45
459499,23
459514,110
459532,91
459541,44
459550,203
459578,161
459727,661
459824,130
459842,665
459851,533
459949,4685
459958,710
459967,915
459985,906
459994,8129
460011,249
460020,598
460039,837
460048,529
460057,53
460075,29
460093,251
460109,377
460118,349
460127,224
460136,1609
460145,365
460172,895
460181,1017
460190,698
460206,1110
460215,523
460349,465
460358,622
460376,117
460385,61
460394,13708
460446,182
460455,86
460464,13771
460482,526
460516,220
460525,278
460534,645
460543,1658
460552,138
460561,90
460570,317
460589,93
460598,1130
460604,47
460613,1084
460640,112
460659,100
460677,798
460695,181
460701,232
460729,3230
460738,2088
460747,424
460756,850
460765,96
460774,1134
460783,285
460808,44
460817,1224
460826,862
460835,1350
460844,711
460853,583
460862,378
460871,659
460899,414
460905,77
460914,324
460923,865
460932,94
460950,80
460969,358
460978,293
460987,146
460996,143
461005,819
461014,1868
461023,1334
461032,155
461041,267
461111,64
461148,2728
461157,74
461175,321
461193,341
461218,189
461227,119
461236,161
461245,255
461254,60
461263,102
461272,116
461281,536
461290,123
461306,328
461315,156
461324,699
461333,30
461342,96
461351,2016
461360,54
461379,22
461388,77
461412,85
461421,303
461430,792
461449,205
461494,249
461500,110
461528,188
461537,29
461546,34
461555,247
461564,58
461573,142
461582,172
461591,203
461607,129
461625,61
461643,29
461652,73
461689,484
461698,197
461704,233
461713,53
461722,83
461731,66
461740,45
461759,246
461768,230
461786,41
461795,530
461801,75
461810,86
461829,504
461838,257
461856,636
461865,394
461874,102
461883,121
461892,239
461908,131
461917,207
461926,187
461935,40
461944,94
461953,106
461962,675
461980,186
461999,89
462008,444
462017,161
462026,24
462035,335
462053,179
462062,126
462071,233
462309,112
462318,111
462327,85
462336,117
462345,98
462354,240
465812,9880
466152,271
466161,359
466170,370
466189,344
466514,232
466523,253
466921,770
466930,1029
467094,405
467368,580
467784,794
467793,143
467863,259
467872,304
467906,243
468015,202
468024,614
468246,264
468255,151
468398,307
468705,154
468723,1378
468732,301
468769,205
468848,612
468875,161
468893,224
468909,751
468963,620
469054,696
469124,588
469133,410
469142,509
469151,228
469160,360
469197,173
469407,104
469416,872
469586,155
469610,984
469629,328
469638,417
469647,341
469911,473
469920,410
469957,239
469993,26
470038,999
470047,62
470092,375
470162,1023
470296,37
470393,121
474863,2339
474881,154
474890,966
474906,169
474915,556
474924,225
474933,128
474942,142
474997,574
475015,246
475024,403
475042,399
475060,788
475079,141
475097,245
475121,10798
475130,401
475185,151
475194,521
475200,382
475255,99
475273,1504
475282,114
475291,138
475325,636
475352,1035
475370,1289
475389,72
475398,159
475404,120
475413,65
475422,143
475431,261
475459,741
475468,175
475477,350
475486,446
475501,74
475529,22
475538,57
475547,194
475556,225
475565,940
475574,131
475583,147
475592,53
475608,260
475617,965
475626,71
475635,30
475644,69
475653,9
475662,191
475699,323
475705,22
475714,642
475723,745
475732,1371
475741,386
475750,448
475839,259
475866,862
476063,224
476179,227
476230,155
476294,234
476337,178
476346,494
476355,179
476470,511
476489,196
476498,301
476513,89
476522,299
476531,77
476540,201
476559,162
476568,35
476577,281
476586,129
476595,87
476601,58
476610,94
476629,140
476674,78
476683,217
476692,25
476708,173
476717,502
476726,646
476735,92
476744,113
476753,238
476771,45
476780,402
476799,195
476805,69
476814,243
476823,90
476841,280
476850,105
476869,290
476878,120
476887,156
476896,132
476902,54
476911,312
476939,276
476948,647
476957,14
476966,350
476975,11436
476984,283
476993,267
477002,80
477039,670
477950,239
477996,198
478005,226
478014,215
478582,227
478591,239
478616,143
478634,544
478661,284
478917,85
478953,278
479053,245
479062,8
479248,251
479424,242
479956,10498
479965,197
479974,124
479983,88
479992,75
480000,74
480019,591
480028,97
480037,991
480064,770
480073,590
480082,619
480091,10440
480107,678
480125,367
480134,622
480143,404
480161,31
480170,105
480189,997
480198,1224
480204,636
480310,206
480329,567
480338,304
480347,112
480471,455
480480,88
480499,18
480514,662
480523,171
480532,225
480550,213
480569,3802
480657,447
480693,142
480727,63
480736,37
480781,237
480815,765
480824,342
480833,833
480842,32
480851,203
480879,67
480888,346
480903,951
480912,24
480921,50
480930,200
480967,342
480976,74
480985,276
480994,89
481003,310
481021,57
481049,46
481058,110
481085,426
481100,100
481128,709
481137,55
481146,229
481155,268
481164,261
481182,67
481191,290
481207,199
481225,24
481234,754
481243,236
481289,106
481298,92
481313,142
481322,91
481331,132
481340,78
481359,50
481368,73
481377,32
481386,187
481395,45
481401,183
481410,78
481429,218
481438,74
481447,88
481456,30
481465,92
481474,83
481483,211
481508,269
481517,124
481526,184
481544,94
481562,150
481571,14
481599,300
481669,77
481678,114
481720,632
481739,141
481748,194
481766,333
481845,219
481854,838
481863,300
481890,124
481906,248
481915,345
481942,443
481960,229
481988,539
482015,776
482024,149
482033,122
482060,591
482097,519
482103,87
482149,5445
482158,9639
482167,106
482176,348
482185,107
482194,96
482200,116
482228,97
482246,43
482255,384
482291,1086
482307,176
482316,244
482325,240
482334,318
482343,172
482361,338
482370,237
482398,509
482413,1763
482422,1302
482431,7224
482440,820
482459,2030
482468,2647
482477,25843
482486,191
482538,521
482547,325
482556,1545
482565,458
482574,2745
482583,178
482608,815
482617,272
482635,1857
482653,787
482680,20064
482699,3340
482705,4241
482927,397
482936,948
482954,720
482963,580
482972,119
482981,285
482990,628
483009,161
483018,272
483036,2652
483045,11686
483054,86
483106,207
483124,24801
483212,5349
483221,475
483230,184
483258,51
483276,72
483319,618
483328,212
483337,186
483346,58
483355,394
483364,320
483373,93
483382,296
483425,73
483443,268
483470,136
483504,781
483513,48
483522,77
483559,43
483568,123
483577,25
483586,18
483610,126
483629,422
483638,303
483647,61
483665,66
483674,159
483692,146
483708,664
483717,51
483726,48
483735,70
483744,110
483753,93
483780,324
483799,57
483805,152
483814,321
483823,288
483841,724
483850,34
483869,121
483878,191
483887,73
483896,211
483902,68
483911,18
483920,172
483939,31
483948,53
483957,57
483966,43
483984,150
484002,765
484011,165
484020,47
484039,114
484048,28
484057,348
484066,355
484075,42
484084,68
484093,39
484109,100
484118,78
484127,151
484136,68
484145,164
484154,230
484163,144
484172,121
484181,170
484190,55
484206,140
484303,68
484321,173
484330,154
484349,293
484358,391
484367,335
484376,507
484385,504
484394,205
484473,2184
484598,32
484604,557
484613,185064
484622,240
484631,17967
484640,1037
484668,2225
484677,1737
484686,469
484695,708
484701,553
484710,1355
484729,482
484738,230
484747,1410
484756,4007
484765,825
484783,483
484826,139
484835,350
484844,111
484862,1
484871,108
484880,333
484899,251
484905,2575
484923,155
484932,3300
484950,213
484978,632
484996,110
485014,140
485032,279
485078,368
485111,13816
485120,283
485139,306
485166,138
485193,27
485236,36
485245,21
485263,1394
485272,514
485281,289
485306,61
485342,44
485351,401
485360,25
485379,316
485388,424
485397,216
485412,82
485421,246
485458,3686
485476,66
485485,120
485494,113
485500,58
485519,1074
485528,30
485546,51
485564,211
485573,68
485582,154
485591,37
485607,47
485704,25
485731,17
485768,163
485801,137
485810,34
485856,49
485874,121
485908,202
485953,55
485962,18
485999,130
486017,42
486026,83
486053,135
486099,121
486105,7
486123,43
486141,36
486150,194
486169,68
486187,121
486196,219
486202,49
486220,19
486239,188
486248,156
486257,291
486284,195
486309,25
486327,22
486345,198
486354,52
486372,50
486381,90
486390,267
486406,32
486415,128
486424,93
486442,92
486488,64
486497,70
486503,63
486512,109
486521,4
486530,134
486558,279
486567,230
486576,372
486594,79
486600,20
486619,68
486691,144
486707,281
486716,99
486725,30
486734,92
486752,177
486770,455
486798,1104
486813,160
486822,366
486840,35348
486859,72
486868,31
486877,12
486886,12
486901,946
486938,253
486947,302
486956,274
486965,110
486983,38
487010,269
487047,470
487065,72
487083,66
487092,968
487144,130
487162,4965
487232,82
487250,15
487296,465
487302,728
487311,369
487320,15883
487348,183
487357,122
487366,61
487375,129
487384,685
487393,688
487409,744
487418,1272
487427,548
487436,608
487445,550
487454,587
487463,196
487472,969
487481,328
487490,753
487506,94
487524,3018
487533,99
487588,538
487597,673
487603,914
487621,16
487630,32
487658,61
487667,335
487676,153
487746,51
487773,106
487782,390
487791,268
487807,10
487816,12
487825,155
487834,66
487843,104
487852,41
487861,90
487870,17
487889,188
487898,18
487904,35
487913,15
487922,48
487959,37
487968,44
487977,1402
487986,12
487995,64
488004,91
488013,61
488022,37
488031,22
488040,38
488059,32
488068,108
488077,1581
488086,102
488095,115
488101,109
488110,45
488129,10
488138,128
488147,29
488156,30
488165,28
488174,9
488183,25
488192,18
488217,130
488226,18
488235,25
488253,120
488262,34
488271,80
488280,94
488299,167
488305,162
488314,57
488323,70
488332,107
488341,99
488350,83
488369,18
488378,15
488396,30
488411,74
488420,40
488439,84
488448,50
488679,12099
488730,7251
488749,142
488819,56
488846,3159
488891,114
488916,19
488925,108
488934,4187
488943,1071
488952,48
488961,41
488970,77
488989,65
488998,84
489043,13
489104,124
489122,37
489131,25
489140,30
489159,76
489201,8674
489238,93
489247,17
489256,207
489283,202
489326,3
489344,49
489353,30
489371,28
489399,3
489414,187
489760,83
489812,38
489821,199
489830,101
489849,99
489900,9
489937,404
490009,296
490018,52
